""	"corr"	"length"	"shift"
"ST1640"	0.84	279	6
"ST1641"	0.87	228	49
"ST1642"	0.82	210	50
"ST5328"	0.83	269	5
"ST1643"	0.39	138	-18
"ST5329"	0.78	192	47
"ST1644"	0.84	268	0
"ST1645"	0.83	300	-31
"ST5330"	0.88	302	7
"ST5331"	0.87	254	31
"ST1646"	0.88	302	-19
"ST5332"	0.47	1	9
"ST1647"	0.81	1	-11
"ST1648"	0.88	281	13
"ST5333"	0.69	396	-48
"ST1649"	0.91	298	16
"ST5334"	0.91	272	18
"ST5335"	0.87	262	39
"ST5336"	0.82	241	7
"ST5337"	0.93	217	-17
"ST1650"	0.91	264	0
"ST1651"	0.87	312	6
"ST5338"	0.87	274	21
"ST1652"	0.88	272	8
"ST1653"	0.61	405	-22
"ST5339"	0.91	1	-25
"ST1654"	0.92	253	-14
"ST5340"	0.74	184	19
"ST1655"	0.8	1	-50
"ST5341"	0.63	388	-50
"ST1656"	0.69	400	-31
"ST5342"	0.73	243	34
"ST1657"	0.72	148	40
"ST5343"	0.89	247	26
"ST1658"	0.87	151	-9
"ST1659"	0.94	242	0
"ST5344"	0.79	375	-22
"ST5345"	0.51	1	28
"ST1660"	0.53	438	6
"ST1661"	0.74	237	16
"ST5346"	0.82	239	4
"ST1662"	0.79	246	50
"ST5347"	0.87	227	50
"ST1663"	0.71	213	50
"ST1664"	0.87	247	36
"ST5348"	0.66	226	50
"ST1665"	0.87	238	31
"ST5349"	0.92	284	8
"ST1666"	0.9	282	28
"ST5350"	0.88	264	-42
"ST1667"	0.87	261	46
"ST1668"	0.71	1	-27
"ST5351"	0.93	240	-2
"ST1669"	0.91	246	41
"ST5352"	0.86	255	36
"ST1670"	0.67	1	5
"ST5353"	0.9	286	-5
"ST1671"	0.82	276	50
"ST1672"	0.83	227	50
"ST5354"	0.7	161	-50
"ST1673"	0.81	1	50
"ST5355"	0.63	1	-25
"ST1674"	0.59	1	-20
"ST1675"	0.83	269	30
"ST5356"	0.7	1	-22
"ST1676"	0.82	289	14
"ST1677"	0.75	236	31
"ST5357"	0.58	373	-23
"ST1678"	0.84	246	19
"ST5358"	0.64	203	0
"ST1679"	0.77	70	0
"ST1680"	0.69	378	-50
"ST5359"	0.52	383	-9
"ST1681"	0.66	396	-50
"ST1682"	0.84	309	42
"ST5360"	0.68	277	50
"ST5361"	0.85	268	36
"ST1683"	0.43	1	-8
"ST1684"	0.7	228	35
"ST1685"	0.83	255	47
"ST5362"	0.68	217	50
"ST1686"	0.7	460	0
"ST5363"	0.68	1	-43
"ST5364"	0.82	176	-33
"ST1687"	0.86	182	-38
"ST5365"	0.46	1	-16
"ST1688"	0.86	216	-15
"ST1689"	0.87	202	31
"ST5366"	0.89	213	50
"ST1690"	0.9	248	-5
"ST5367"	0.82	309	3
"ST5368"	0.98	500	0
"ST1691"	0.9	489	0
"ST5369"	0.91	270	3
"ST5370"	0.91	323	-22
"ST1692"	0.88	269	-38
"ST5371"	0.76	1	-50
"ST1693"	0.78	1	-50
"ST5372"	0.82	277	7
"ST5373"	0.64	500	0
"ST5374"	0.77	260	26
"ST5375"	0.85	250	35
"ST5376"	0.62	365	-5
"ST5377"	0.83	170	9
"ST0804"	0.72	1	22
"ST0805"	0.63	1	42
"ST4485"	0.93	246	14
"ST0806"	0.93	247	-17
"ST4486"	0.91	284	0
"ST0807"	0.92	285	-2
"ST0808"	0.94	350	8
"ST4487"	0.61	308	-13
"ST4488"	0.66	160	23
"ST4489"	0.7	148	42
"ST4490"	0.87	338	4
"ST0809"	0.88	340	0
"ST4491"	0.91	236	48
"ST4492"	0.45	401	-4
"ST0810"	0.94	231	2
"ST0811"	0.79	177	36
"ST4493"	0.92	276	25
"ST4494"	0.65	215	47
"ST0812"	0.62	1	8
"ST0813"	0.63	411	11
"ST4495"	0.91	286	8
"ST4496"	0.63	387	-12
"ST4497"	0.81	267	49
"ST0814"	0.91	245	37
"ST4498"	0.67	54	21
"ST0815"	0.72	1	13
"ST0816"	0.9	260	8
"ST4499"	0.87	312	-28
"ST4500"	0.71	420	0
"ST4501"	0.4	1	8
"ST4502"	0.9	452	0
"ST4503"	0.89	248	45
"ST0817"	0.85	201	20
"ST0818"	0.86	293	18
"ST4504"	0.98	329	4
"ST4505"	0.88	272	16
"ST0819"	0.88	187	0
"ST4506"	0.63	159	-1
"ST4507"	0.84	274	-17
"ST4508"	0.9	281	-8
"ST4509"	0.74	341	-38
"ST0820"	0.72	1	-50
"ST0821"	0.92	282	-3
"ST0822"	0.93	339	7
"ST0823"	0.7	1	34
"ST0824"	0.56	1	50
"ST4510"	0.87	363	-18
"ST0825"	0.88	366	16
"ST4511"	0.92	319	15
"ST4512"	0.75	9	-50
"ST0826"	0.64	211	45
"ST0827"	0.86	1	-50
"ST0828"	0.74	347	-48
"ST0829"	0.88	287	-18
"ST0830"	0.91	280	-3
"ST4513"	0.88	277	-10
"ST0831"	0.89	277	7
"ST4514"	0.85	280	30
"ST0832"	0.8	353	-22
"ST0833"	0.97	353	0
"ST4515"	0.94	319	-8
"ST0834"	0.94	319	-19
"ST4516"	0.78	280	0
"ST0835"	0.78	286	-21
"ST0836"	0.85	299	-15
"ST0837"	0.91	279	30
"ST4517"	0.79	1	-50
"ST0838"	0.6	179	9
"ST4518"	0.82	273	34
"ST4519"	0.87	248	48
"ST0839"	0.88	247	28
"ST4520"	0.47	402	-23
"ST0840"	0.63	371	50
"ST4521"	0.86	277	28
"ST0841"	0.86	275	-6
"ST0842"	0.94	300	-18
"ST4522"	0.8	308	-30
"ST0843"	0.84	322	-1
"ST4523"	0.72	406	26
"ST0844"	0.51	1	22
"ST0845"	0.92	205	16
"ST4524"	0.5	343	-50
"ST4525"	0.55	396	-31
"ST0846"	0.78	164	-10
"ST0847"	0.91	313	-24
"ST4526"	0.86	234	41
"ST0848"	0.86	235	44
"ST0849"	0.86	264	50
"ST4527"	0.91	292	24
"ST4528"	0.92	301	21
"ST0850"	0.91	292	-27
"ST4529"	0.84	199	33
"ST4530"	0.86	317	-39
"ST0851"	0.61	184	28
"ST4531"	0.91	176	0
"ST4532"	0.84	314	-40
"ST0852"	0.89	321	-27
"ST4533"	0.86	271	26
"ST0853"	0.86	267	-3
"ST0854"	0.71	251	-25
"ST4534"	0.88	318	-31
"ST0855"	0.93	326	-3
"ST0856"	0.77	419	0
"ST4535"	0.79	260	40
"ST4536"	0.57	312	1
"ST4537"	0.84	287	14
"ST0857"	0.84	286	7
"ST4538"	0.71	212	50
"ST0858"	0.88	205	45
"ST0859"	0.87	135	-15
"ST4539"	0.89	273	9
"ST0860"	0.89	275	19
"ST4540"	0.88	292	-7
"ST0861"	0.85	290	-36
"ST0862"	0.9	264	14
"ST0863"	0.86	258	0
"ST4541"	0.9	259	7
"ST0864"	0.89	262	29
"ST4542"	0.47	1	-20
"ST4543"	0.71	271	50
"ST0865"	0.69	1	-38
"ST4544"	0.88	229	-13
"ST0866"	0.81	299	4
"ST4545"	0.66	330	23
"ST4546"	0.8	1	10
"ST0867"	0.87	257	30
"ST0868"	0.81	311	24
"ST0869"	0.89	252	19
"ST0870"	0.89	272	29
"ST0871"	0.79	279	-45
"ST4547"	0.94	202	-5
"ST0872"	0.92	286	21
"ST4548"	0.94	314	10
"ST4549"	0.85	264	47
"ST0873"	0.94	314	-13
"ST0874"	0.86	263	14
"ST4550"	0.47	1	32
"ST4551"	0.9	285	19
"ST0875"	0.82	270	50
"ST4552"	0.87	294	-1
"ST0876"	0.87	297	-11
"ST4553"	0.7	382	-50
"ST0877"	0.73	375	-42
"ST4554"	0.65	87	7
"ST4555"	0.78	235	0
"ST0878"	0.77	316	-50
"ST4556"	0.64	1	-35
"ST4557"	0.91	275	5
"ST0879"	0.92	221	38
"ST0880"	0.91	275	-8
"ST0881"	0.91	224	22
"ST0882"	0.88	272	27
"ST4558"	0.88	402	-1
"ST4559"	0.93	329	13
"ST4560"	0.88	187	9
"ST0883"	0.91	300	-13
"ST4561"	0.5	396	-44
"ST4562"	0.82	27	3
"ST0884"	0.56	406	-49
"ST4563"	0.88	274	34
"ST4564"	0.96	289	-6
"ST4565"	0.65	357	-50
"ST0885"	0.85	252	33
"ST0886"	0.91	286	-21
"ST4566"	0.9	172	-4
"ST4567"	0.89	287	12
"ST0887"	0.89	286	1
"ST4568"	0.92	361	-6
"ST4569"	0.94	267	45
"ST4570"	0.85	1	50
"ST4571"	0.56	301	-32
"ST0888"	0.57	434	-29
"ST4572"	0.71	1	-5
"ST4573"	0.93	359	-9
"ST4574"	0.66	289	-50
"ST4575"	0.76	193	50
"ST0889"	0.58	187	0
"ST4576"	0.62	419	-24
"ST4577"	0.85	219	46
"ST0890"	0.72	1	50
"ST0891"	0.89	239	26
"ST4578"	0.85	279	4
"ST0892"	0.85	278	0
"ST4579"	0.81	174	-28
"ST4580"	0.8	155	2
"ST0893"	0.93	259	-4
"ST4581"	0.92	218	19
"ST4582"	0.67	218	0
"ST4583"	0.65	352	10
"ST0894"	0.94	275	-27
"ST4584"	0.69	311	-50
"ST0895"	0.42	482	39
"ST4585"	0.88	333	6
"ST0896"	0.91	181	10
"ST4586"	0.8	190	-49
"ST0897"	0.93	302	-12
"ST0898"	0.92	312	-29
"ST4587"	0.86	1	48
"ST0899"	0.75	269	45
"ST0900"	0.65	318	-50
"ST4588"	0.46	212	50
"ST4589"	0.8	1	-30
"ST4590"	0.85	1	-44
"ST4591"	0.78	314	26
"ST0901"	0.91	304	31
"ST0902"	0.83	332	16
"ST0903"	0.64	400	-24
"ST0904"	0.89	276	32
"ST4592"	0.76	1	41
"ST0905"	0.85	164	18
"ST4593"	0.79	1	36
"ST4594"	0.85	254	39
"ST4595"	0.91	305	28
"ST0906"	0.84	253	-49
"ST0907"	0.58	1	50
"ST4596"	0.76	243	21
"ST0908"	0.79	235	3
"ST4597"	0.77	366	-12
"ST0909"	0.67	200	0
"ST4598"	0.88	286	6
"ST4599"	0.87	268	15
"ST0910"	0.88	289	16
"ST0911"	0.89	331	-8
"ST0912"	0.9	228	22
"ST4600"	0.92	307	6
"ST4601"	0.49	393	-50
"ST0913"	0.5	192	-50
"ST4602"	0.88	325	19
"ST0914"	0.89	325	-14
"ST4603"	0.52	171	50
"ST0915"	0.65	383	-7
"ST4604"	0.88	230	16
"ST0916"	0.89	331	-22
"ST0917"	0.57	500	0
"ST4605"	0.81	197	23
"ST4606"	0.8	278	31
"ST0918"	0.88	278	-24
"ST0919"	0.83	268	-34
"ST0920"	0.78	430	0
"ST4607"	0.92	236	13
"ST0921"	0.8	245	-7
"ST4608"	0.86	192	38
"ST0922"	0.7	394	-48
"ST4609"	0.64	1	-28
"ST0923"	0.62	1	25
"ST0924"	0.89	241	38
"ST4610"	0.9	284	9
"ST4611"	0.85	276	18
"ST4612"	0.91	282	7
"ST0925"	0.88	281	37
"ST4613"	0.79	309	-10
"ST4614"	0.71	320	-50
"ST0926"	0.86	350	-23
"ST4615"	0.92	257	-12
"ST4616"	0.73	340	-5
"ST4617"	0.7	385	-30
"ST0927"	0.8	245	-16
"ST0928"	0.57	404	0
"ST4618"	0.8	283	26
"ST4619"	0.92	322	-10
"ST0929"	0.91	321	-17
"ST4620"	0.76	186	38
"ST0930"	0.67	1	13
"ST4621"	0.92	308	18
"ST0931"	0.92	308	-13
"ST4622"	0.83	174	-23
"ST4623"	0.7	402	-27
"ST0932"	0.74	373	-30
"ST4624"	0.92	310	3
"ST0933"	0.92	311	-6
"ST4625"	0.51	142	-40
"ST0934"	0.82	195	37
"ST4626"	0.86	290	17
"ST0935"	0.85	290	-28
"ST4627"	0.76	334	-24
"ST0936"	0.89	220	-12
"ST0937"	0.65	392	-40
"ST0938"	0.7	301	-50
"ST4628"	0.92	268	25
"ST0939"	0.53	193	50
"ST4629"	0.89	479	0
"ST4630"	0.84	1	-50
"ST0940"	0.87	288	32
"ST4631"	0.95	362	-3
"ST4632"	0.9	253	29
"ST0941"	0.94	361	0
"ST4633"	0.67	371	-50
"ST0942"	0.81	1	-50
"ST4634"	0.84	256	36
"ST0943"	0.86	254	7
"ST0944"	0.85	305	-21
"ST4635"	0.88	259	16
"ST0945"	0.88	257	11
"ST4636"	0.87	288	0
"ST4637"	0.79	1	44
"ST0946"	0.8	1	4
"ST4638"	0.91	306	4
"ST0947"	0.91	305	1
"ST4639"	0.91	265	25
"ST0948"	0.86	1	-18
"ST4640"	0.86	268	50
"ST4641"	0.79	280	46
"ST4642"	0.88	193	15
"ST0949"	0.86	282	0
"ST4643"	0.89	278	19
"ST4644"	0.9	269	26
"ST0950"	0.89	277	-13
"ST0951"	0.91	270	28
"ST4645"	0.42	500	-16
"ST0952"	0.61	156	-50
"ST4646"	0.62	293	35
"ST4647"	0.9	284	-2
"ST4648"	0.63	1	-6
"ST4649"	0.82	258	26
"ST0953"	0.87	284	-40
"ST4650"	0.93	297	-6
"ST0954"	0.92	297	19
"ST0955"	0.78	274	-26
"ST4651"	0.87	1	47
"ST4652"	0.91	179	0
"ST0956"	0.61	161	19
"ST0957"	0.62	33	-50
"ST0958"	0.61	1	29
"ST4653"	0.64	416	-13
"ST4654"	0.7	360	50
"ST0959"	0.66	408	-28
"ST0960"	0.87	264	43
"ST0961"	0.86	278	33
"ST4655"	0.55	168	-50
"ST4656"	0.85	275	25
"ST0962"	0.85	275	-20
"ST4657"	0.94	269	2
"ST4658"	0.93	190	8
"ST4659"	0.89	314	16
"ST0963"	0.89	313	-10
"ST4660"	0.5	411	-20
"ST0964"	0.61	242	41
"ST0965"	0.95	314	-10
"ST4661"	0.66	329	-7
"ST0966"	0.66	328	-24
"ST4662"	0.7	400	-24
"ST0967"	0.91	215	49
"ST4663"	0.89	241	34
"ST0968"	0.9	238	9
"ST4664"	0.67	500	0
"ST0969"	0.72	363	-19
"ST4665"	0.59	1	-22
"ST4666"	0.84	257	-23
"ST4667"	0.92	179	-4
"ST0970"	0.84	257	29
"ST0971"	0.86	232	-30
"ST4668"	0.78	319	-50
"ST0972"	0.93	330	2
"ST4669"	0.87	268	-4
"ST0973"	0.87	271	-13
"ST4670"	0.68	63	50
"ST0974"	0.9	304	-22
"ST0975"	0.78	347	-31
"ST4671"	0.88	272	-14
"ST0976"	0.75	1	-27
"ST4672"	0.84	272	7
"ST0977"	0.84	276	-20
"ST0978"	0.76	1	-50
"ST4673"	0.92	290	-2
"ST4674"	0.87	217	40
"ST0979"	0.88	259	-50
"ST4675"	0.62	205	50
"ST0980"	0.65	462	0
"ST0981"	0.88	225	37
"ST4676"	0.71	153	25
"ST0982"	0.81	280	33
"ST4677"	0.85	356	-22
"ST0983"	0.96	378	0
"ST0984"	0.92	405	-2
"ST4678"	0.88	263	31
"ST4679"	0.69	409	-36
"ST0985"	0.7	359	-50
"ST4680"	0.41	470	0
"ST0986"	0.67	380	-50
"ST4681"	0.77	213	36
"ST0987"	0.87	264	-49
"ST4682"	0.74	223	50
"ST0988"	0.69	417	-1
"ST4683"	0.89	246	20
"ST4684"	0.72	237	46
"ST4685"	0.58	361	-50
"ST0989"	0.75	220	6
"ST4686"	0.92	258	5
"ST4687"	0.71	401	30
"ST0990"	0.94	319	-4
"ST0991"	0.68	353	-50
"ST4688"	0.66	412	-15
"ST4689"	0.57	292	-7
"ST4690"	0.69	1	-50
"ST0992"	0.93	81	4
"ST0993"	0.39	413	0
"ST4691"	0.83	223	-15
"ST4692"	0.97	310	-3
"ST4693"	0.87	218	50
"ST0994"	0.84	227	45
"ST4694"	0.92	254	40
"ST4695"	0.66	404	-5
"ST0995"	0.87	377	0
"ST0996"	0.62	1	18
"ST0997"	0.82	166	-10
"ST4696"	0.91	323	-19
"ST0998"	0.93	326	-9
"ST4697"	0.87	282	24
"ST0999"	0.88	282	-18
"ST4698"	0.91	290	-4
"ST1000"	0.9	288	-14
"ST1001"	0.91	293	-8
"ST1002"	0.93	267	-5
"ST4699"	0.82	246	43
"ST1003"	0.7	1	19
"ST4700"	0.85	297	-35
"ST4701"	0.87	278	36
"ST1004"	0.86	272	29
"ST1005"	0.83	1	-50
"ST4702"	0.84	290	-15
"ST1006"	0.84	289	3
"ST4703"	0.89	294	31
"ST1007"	0.91	295	14
"ST4704"	0.81	331	38
"ST1008"	0.94	364	0
"ST4705"	0.88	235	40
"ST1009"	0.9	234	18
"ST1010"	0.93	238	12
"ST1011"	0.82	224	31
"ST1012"	0.92	258	3
"ST4706"	0.79	367	-9
"ST4707"	0.76	405	0
"ST1013"	0.88	182	18
"ST1014"	0.9	244	8
"ST4708"	0.91	310	-3
"ST4709"	0.55	1	0
"ST4710"	0.78	339	-45
"ST4711"	0.56	364	-50
"ST4712"	0.9	288	19
"ST1015"	0.9	289	-15
"ST1016"	0.65	206	0
"ST4713"	0.92	264	0
"ST4714"	0.94	258	2
"ST1017"	0.9	268	20
"ST1018"	0.92	259	-22
"ST1019"	0.78	131	-10
"ST4715"	0.86	260	29
"ST4716"	0.85	199	9
"ST4717"	0.86	245	50
"ST1020"	0.81	188	-50
"ST4718"	0.69	340	-50
"ST1021"	0.78	373	-26
"ST4719"	0.72	181	12
"ST1022"	0.72	311	-15
"ST4720"	0.9	237	19
"ST4721"	0.61	23	50
"ST4722"	0.64	410	0
"ST4723"	0.69	290	25
"ST4724"	0.86	333	-20
"ST4725"	0.85	312	-40
"ST1023"	0.86	333	17
"ST1024"	0.62	211	9
"ST4726"	0.84	284	31
"ST1025"	0.75	352	12
"ST1026"	0.85	287	24
"ST4727"	0.74	413	-12
"ST1027"	0.73	400	-20
"ST4728"	0.88	231	50
"ST1028"	0.89	230	24
"ST4729"	0.83	182	-50
"ST4730"	0.78	267	27
"ST1029"	0.44	160	-50
"ST4731"	0.81	173	-45
"ST4732"	0.73	227	50
"ST4733"	0.88	275	0
"ST1030"	0.87	278	14
"ST1031"	0.93	273	6
"ST4734"	0.8	278	24
"ST4735"	0.87	284	21
"ST4736"	0.91	293	18
"ST1032"	0.92	291	3
"ST4737"	0.56	368	-50
"ST1033"	0.85	275	0
"ST1034"	0.84	180	27
"ST4738"	0.72	1	22
"ST1035"	0.74	351	50
"ST4739"	0.49	181	-50
"ST1036"	0.58	313	26
"ST4740"	0.67	307	-26
"ST4741"	0.73	217	35
"ST1038"	0.79	241	50
"ST1039"	0.62	144	-44
"ST4742"	0.5	1	50
"ST1040"	0.85	258	29
"ST4743"	0.59	412	-23
"ST1041"	0.92	230	0
"ST1042"	0.67	393	-50
"ST4744"	0.91	318	-18
"ST4745"	0.56	182	50
"ST1043"	0.9	317	-26
"ST1044"	0.91	271	9
"ST4746"	0.75	221	46
"ST4747"	0.64	482	0
"ST1045"	0.66	165	-50
"ST4748"	0.68	251	26
"ST1046"	0.66	266	50
"ST1047"	0.91	267	9
"ST4749"	0.87	285	14
"ST1048"	0.87	285	16
"ST1049"	0.89	287	5
"ST1050"	0.66	412	0
"ST4750"	0.94	242	21
"ST1051"	0.93	241	22
"ST1052"	0.92	265	16
"ST1053"	0.88	285	-23
"ST4751"	0.86	264	0
"ST4752"	0.62	178	50
"ST4753"	0.87	312	27
"ST1054"	0.89	314	-23
"ST1055"	0.88	267	11
"ST1056"	0.94	212	6
"ST4754"	0.75	238	50
"ST1057"	0.79	232	42
"ST4755"	0.92	249	50
"ST1058"	0.85	168	15
"ST4756"	0.72	374	-31
"ST1059"	0.7	390	-40
"ST1060"	0.92	268	-24
"ST4757"	0.88	241	49
"ST1061"	0.89	242	37
"ST4758"	0.89	285	-13
"ST1062"	0.89	285	10
"ST1063"	0.76	402	-6
"ST4759"	0.81	289	-2
"ST4760"	0.79	209	50
"ST4761"	0.76	283	0
"ST4762"	0.88	239	41
"ST1064"	0.89	238	36
"ST4763"	0.65	417	-18
"ST1065"	0.69	401	-49
"ST1066"	0.89	292	-4
"ST4764"	0.88	268	38
"ST1067"	0.88	267	32
"ST1068"	0.77	1	-25
"ST1069"	0.89	278	2
"ST4765"	0.5	500	15
"ST4766"	0.72	203	-50
"ST4767"	0.87	237	-50
"ST1070"	0.68	102	-50
"ST1071"	0.78	1	40
"ST1072"	0.84	184	-38
"ST1073"	0.91	235	18
"ST1074"	0.91	315	6
"ST4768"	0.64	397	-1
"ST1075"	0.69	353	-50
"ST4769"	0.89	182	6
"ST4770"	0.83	298	46
"ST4771"	0.91	292	-8
"ST1076"	0.93	304	-19
"ST4772"	0.89	279	17
"ST4773"	0.9	351	0
"ST1077"	0.88	345	-8
"ST1078"	0.86	1	-46
"ST1079"	0.78	1	50
"ST4774"	0.88	310	13
"ST1080"	0.88	308	1
"ST4775"	0.78	262	10
"ST4776"	0.79	261	30
"ST4777"	0.74	283	-36
"ST1081"	0.77	180	47
"ST1082"	0.77	290	19
"ST4778"	0.74	183	14
"ST4779"	0.92	297	-31
"ST1083"	0.75	277	50
"ST4780"	0.67	385	-31
"ST4781"	0.96	326	-5
"ST4782"	0.72	177	46
"ST4783"	0.71	292	11
"ST4784"	0.9	207	-5
"ST1084"	0.46	499	-10
"ST4785"	0.42	1	-10
"ST1085"	0.87	306	-30
"ST4786"	0.79	246	-4
"ST1086"	0.79	279	-50
"ST4787"	0.73	1	47
"ST4788"	0.76	298	-26
"ST1087"	0.71	240	22
"ST4789"	0.88	342	-18
"ST1088"	0.63	185	50
"ST4790"	0.87	1	-29
"ST4791"	0.81	248	4
"ST1089"	0.79	254	21
"ST4792"	0.84	296	40
"ST1090"	0.92	305	2
"ST1091"	0.87	276	-12
"ST1092"	0.92	193	0
"ST1093"	0.71	235	2
"ST4793"	0.92	323	-2
"ST1094"	0.9	316	-22
"ST4794"	0.88	244	11
"ST1095"	0.89	243	-5
"ST4795"	0.77	267	23
"ST4796"	0.83	233	0
"ST1096"	0.63	87	-42
"ST4797"	0.94	291	26
"ST1097"	0.92	289	-12
"ST1098"	0.92	263	3
"ST1099"	0.74	227	50
"ST1100"	0.54	1	45
"ST1101"	0.93	342	-15
"ST4798"	0.69	176	50
"ST1102"	0.87	284	-4
"ST4799"	0.88	245	-32
"ST1103"	0.88	247	38
"ST4800"	0.77	238	50
"ST1104"	0.9	246	34
"ST1105"	0.9	275	14
"ST4801"	0.65	1	-22
"ST1106"	0.69	197	19
"ST1107"	0.81	299	9
"ST4802"	0.66	404	-42
"ST4803"	0.84	1	46
"ST1108"	0.74	1	50
"ST1109"	0.67	416	-33
"ST4804"	0.58	1	-33
"ST4805"	0.86	211	34
"ST4806"	0.9	246	48
"ST1110"	0.9	245	38
"ST4807"	0.87	292	4
"ST1111"	0.87	292	-7
"ST1112"	0.85	319	3
"ST4808"	0.8	202	50
"ST1113"	0.85	357	-20
"ST1114"	0.91	312	-29
"ST4809"	0.81	273	11
"ST1115"	0.78	271	-50
"ST4810"	0.88	254	20
"ST1116"	0.88	252	16
"ST4811"	0.91	266	30
"ST4812"	0.75	210	50
"ST1117"	0.9	262	15
"ST4813"	0.92	256	41
"ST1118"	0.9	248	44
"ST1119"	0.83	1	50
"ST4814"	0.86	228	9
"ST4815"	0.79	200	50
"ST4816"	0.66	401	-40
"ST1120"	0.72	377	-50
"ST4817"	0.92	312	-10
"ST4818"	0.74	229	-50
"ST1121"	0.89	309	-25
"ST4819"	0.85	239	32
"ST1122"	0.8	231	3
"ST1123"	0.75	1	-43
"ST4820"	0.45	432	0
"ST1124"	0.89	259	-27
"ST1125"	0.84	299	-50
"ST1126"	0.93	280	-4
"ST1127"	0.87	234	29
"ST1128"	0.88	275	6
"ST4821"	0.87	280	25
"ST1129"	0.88	279	12
"ST4822"	0.77	1	-37
"ST4823"	0.88	247	22
"ST4824"	0.9	293	5
"ST1130"	0.91	295	17
"ST1131"	0.95	335	-7
"ST4825"	0.76	214	50
"ST1132"	0.64	202	42
"ST1133"	0.69	384	-41
"ST1134"	0.8	291	14
"ST1135"	0.89	223	20
"ST4826"	0.86	279	-29
"ST1136"	0.86	278	18
"ST1137"	0.92	291	-6
"ST1138"	0.75	212	38
"ST1139"	0.68	396	-50
"ST1140"	0.82	337	-8
"ST4827"	0.75	130	-37
"ST1141"	0.59	500	0
"ST1142"	0.73	234	33
"ST1143"	0.62	330	50
"ST4828"	0.89	340	-9
"ST4829"	0.88	276	20
"ST1144"	0.8	264	50
"ST4830"	0.9	277	-30
"ST1145"	0.91	274	10
"ST4831"	0.86	271	35
"ST1146"	0.87	266	-4
"ST4832"	0.8	179	-43
"ST4833"	0.76	319	-46
"ST1147"	0.82	328	-9
"ST4834"	0.89	295	-8
"ST1148"	0.68	209	50
"ST1149"	0.61	1	22
"ST1150"	0.89	295	5
"ST1151"	0.88	225	40
"ST4835"	0.81	270	29
"ST1152"	0.89	311	-8
"ST4836"	0.91	267	-12
"ST1153"	0.93	265	0
"ST1154"	0.84	250	-13
"ST4837"	0.93	271	13
"ST1155"	0.95	269	0
"ST4838"	0.8	191	-37
"ST1156"	0.9	236	46
"ST4839"	0.85	279	30
"ST1157"	0.78	199	-50
"ST1158"	0.84	279	32
"ST4840"	0.94	326	-5
"ST4841"	0.8	342	-24
"ST4842"	0.81	1	-41
"ST4843"	0.92	259	42
"ST1159"	0.84	297	-21
"ST1160"	0.94	254	2
"ST4844"	0.85	165	-6
"ST4845"	0.92	344	-15
"ST1161"	0.65	281	-50
"ST4846"	0.88	274	9
"ST1162"	0.88	274	12
"ST1163"	0.66	226	7
"ST1164"	0.7	230	50
"ST1165"	0.89	279	0
"ST4847"	0.91	250	27
"ST4848"	0.83	303	-14
"ST1166"	0.83	303	19
"ST1167"	0.72	1	50
"ST4849"	0.87	249	40
"ST1168"	0.75	239	-19
"ST1169"	0.89	245	12
"ST1170"	0.78	1	-50
"ST1171"	0.95	317	10
"ST4850"	0.83	277	37
"ST4851"	0.62	377	0
"ST1172"	0.6	409	-40
"ST4852"	0.83	246	48
"ST1173"	0.65	386	-35
"ST4853"	0.89	302	15
"ST4854"	0.88	264	29
"ST1174"	0.89	261	8
"ST4855"	0.69	378	-36
"ST1175"	0.77	223	50
"ST4856"	0.93	280	3
"ST1176"	0.92	281	-6
"ST1177"	0.89	255	43
"ST4857"	0.78	353	-21
"ST1178"	0.84	365	-10
"ST4858"	0.82	161	-10
"ST1179"	0.84	269	-50
"ST1180"	0.83	236	-11
"ST4859"	0.71	333	-50
"ST4860"	0.64	300	10
"ST1181"	0.76	339	-50
"ST1182"	0.66	386	0
"ST4861"	0.8	380	-11
"ST4862"	0.65	370	-50
"ST1183"	0.75	345	-10
"ST4863"	0.93	327	-19
"ST4864"	0.68	408	-39
"ST1184"	0.68	358	-50
"ST4865"	0.7	400	-18
"ST1185"	0.9	258	23
"ST4866"	0.44	1	9
"ST4867"	0.81	257	32
"ST4868"	0.89	286	22
"ST4869"	0.81	241	37
"ST4870"	0.91	287	15
"ST1186"	0.91	286	6
"ST1187"	0.87	278	-41
"ST4871"	0.89	238	47
"ST1188"	0.9	238	38
"ST4872"	0.84	238	42
"ST1189"	0.84	238	35
"ST1190"	0.85	251	9
"ST1191"	0.85	283	-9
"ST4873"	0.69	388	-41
"ST1192"	0.69	349	-50
"ST4874"	0.88	288	17
"ST1193"	0.88	288	-12
"ST4875"	0.86	326	-25
"ST4876"	0.73	369	-21
"ST4877"	0.83	1	27
"ST1194"	0.64	413	-44
"ST1195"	0.62	174	0
"ST1196"	0.8	350	-23
"ST4878"	0.84	255	30
"ST4879"	0.93	247	26
"ST4880"	0.92	304	22
"ST1197"	0.94	306	16
"ST4881"	0.83	249	29
"ST4882"	0.88	241	25
"ST4883"	0.73	291	26
"ST1198"	0.72	283	-9
"ST1199"	0.9	268	32
"ST4884"	0.88	249	25
"ST1200"	0.9	245	1
"ST1201"	0.84	283	7
"ST4885"	0.76	154	-4
"ST4886"	0.88	253	-46
"ST1202"	0.83	259	-47
"ST4887"	0.9	270	20
"ST1203"	0.79	181	-40
"ST1204"	0.93	278	-18
