""	"corr"	"length"	"shift"
"ST4098"	0.83	245	-50
"ST4099"	0.96	256	10
"ST0439"	0.92	213	8
"ST4100"	0.9	329	-20
"ST0440"	0.91	330	-8
"ST4101"	0.68	273	11
"ST0441"	0.71	380	-33
"ST4102"	0.64	318	4
"ST4103"	0.96	370	0
"ST0442"	0.8	345	-37
"ST4104"	0.92	283	-20
"ST4105"	0.63	188	50
"ST0443"	0.92	278	0
"ST0444"	0.73	195	37
"ST4106"	0.9	238	47
"ST4107"	0.87	221	50
"ST0445"	0.96	188	0
"ST4108"	0.7	398	-33
"ST0446"	0.69	400	-50
"ST4109"	0.84	339	-16
"ST0447"	0.64	1	-50
"ST4110"	0.9	319	22
"ST0448"	0.89	318	-24
"ST0449"	0.92	171	0
"ST4111"	0.9	355	-8
"ST0450"	0.86	1	-43
"ST0451"	0.93	277	45
"ST4112"	0.57	225	50
"ST4113"	0.86	216	-32
"ST0452"	0.91	1	50
"ST4114"	0.86	261	41
"ST0453"	0.86	260	37
"ST4115"	0.82	246	19
"ST4116"	0.8	151	-10
"ST4117"	0.79	398	-9
"ST0454"	0.67	338	-50
"ST4118"	0.89	221	46
"ST4119"	0.91	230	7
"ST0455"	0.88	235	35
"ST0456"	0.89	252	30
"ST4120"	0.89	232	23
"ST0457"	0.88	232	28
"ST4121"	0.71	185	49
"ST4122"	0.84	445	0
"ST4123"	0.89	261	37
"ST4124"	0.92	280	8
"ST4125"	0.94	362	-5
"ST0458"	0.69	333	-50
"ST4126"	0.81	1	15
"ST4127"	0.73	287	5
"ST4128"	0.91	1	29
"ST0459"	0.63	326	-50
"ST4129"	0.86	288	-21
"ST0460"	0.8	270	25
"ST0461"	0.87	287	1
"ST4130"	0.87	259	4
"ST4131"	0.9	254	36
"ST4132"	0.88	273	29
"ST4133"	0.92	306	8
"ST4134"	0.9	275	-3
"ST0462"	0.86	1	-47
"ST4135"	0.84	182	29
"ST4136"	0.91	270	29
"ST4137"	0.76	248	50
"ST4138"	0.9	305	7
"ST0463"	0.88	304	-26
"ST0464"	0.92	253	9
"ST0465"	0.87	293	27
"ST4139"	0.91	285	-24
"ST4140"	0.81	304	-10
"ST4141"	0.93	261	25
"ST4142"	0.85	232	-34
"ST0466"	0.93	261	-20
"ST4143"	0.78	175	-23
"ST4144"	0.52	420	50
"ST0467"	0.5	426	-47
"ST0468"	0.79	1	-32
"ST4145"	0.91	300	22
"ST0469"	0.59	389	-16
"ST4146"	0.82	426	0
"ST0470"	0.66	308	-50
"ST4147"	0.95	316	16
"ST0471"	0.97	321	2
"ST4148"	0.86	241	45
"ST0472"	0.85	234	14
"ST0473"	0.84	225	49
"ST4149"	0.84	323	-22
"ST0474"	0.86	329	-14
"ST4150"	0.87	285	5
"ST0475"	0.87	286	-8
"ST4151"	0.86	366	0
"ST0476"	0.86	342	0
"ST4152"	0.52	386	-50
"ST0477"	0.86	276	32
"ST0478"	0.71	264	12
"ST0479"	0.91	282	5
"ST4153"	0.82	273	8
"ST0480"	0.67	261	-50
"ST0481"	0.82	287	-11
"ST4154"	0.78	266	-50
"ST0482"	0.86	1	47
"ST4155"	0.8	340	-12
"ST0483"	0.82	337	-10
"ST4156"	0.78	446	0
"ST0484"	0.78	364	-6
"ST0485"	0.69	172	-2
"ST0486"	0.94	329	2
"ST0487"	0.92	274	1
"ST4157"	0.84	285	14
"ST4158"	0.92	276	28
"ST0488"	0.69	332	43
"ST4159"	0.67	278	-50
"ST0489"	0.84	1	50
"ST4160"	0.73	1	8
"ST0490"	0.89	216	-14
"ST0491"	0.72	1	50
"ST4161"	0.82	217	-15
"ST4162"	0.84	309	-45
"ST0492"	0.9	330	-20
"ST0493"	0.86	250	18
"ST0494"	0.88	215	50
"ST0495"	0.56	1	-26
"ST4163"	0.91	284	6
"ST4164"	0.89	269	0
"ST4165"	0.96	287	-1
"ST0496"	0.86	270	-17
"ST4166"	0.81	242	32
"ST0497"	0.56	1	1
"ST0498"	0.66	187	50
"ST0499"	0.81	243	29
"ST4167"	0.75	394	14
"ST4168"	0.77	355	-16
"ST0500"	0.79	420	0
"ST0501"	0.72	383	-49
"ST4169"	0.79	258	-15
"ST4170"	0.93	304	9
"ST4171"	0.84	237	50
"ST0502"	0.77	1	-39
"ST4172"	0.89	273	14
"ST0503"	0.92	1	-18
"ST0504"	0.88	273	15
"ST4173"	0.9	300	-26
"ST4174"	0.57	370	-3
"ST0505"	0.73	408	12
"ST4175"	0.54	488	37
"ST0506"	0.42	500	-1
"ST4176"	0.87	333	-17
"ST0507"	0.67	1	50
"ST0508"	0.74	1	50
"ST4177"	0.92	337	-7
"ST0509"	0.93	307	-33
"ST0510"	0.92	301	18
"ST4178"	0.77	177	22
"ST4179"	0.53	493	0
"ST0511"	0.89	1	-15
"ST0512"	0.85	361	12
"ST4180"	0.72	334	-50
"ST0513"	0.52	419	-33
"ST4181"	0.61	385	-30
"ST0514"	0.62	407	-27
"ST4182"	0.47	1	10
"ST4183"	0.97	276	-4
"ST4184"	0.61	441	-32
"ST0515"	0.71	387	0
"ST0516"	0.89	272	-20
"ST4185"	0.89	99	23
"ST4186"	0.55	221	50
"ST4187"	0.52	434	-16
"ST0517"	0.43	500	8
"ST4188"	0.89	277	16
"ST4189"	0.92	337	2
"ST4190"	0.88	289	25
"ST4191"	0.34	414	0
"ST0518"	0.73	287	0
"ST0519"	0.8	168	-38
"ST4192"	0.95	286	22
"ST0520"	0.95	285	15
"ST4193"	0.63	265	11
"ST4194"	0.75	236	18
"ST0521"	0.85	285	0
"ST0522"	0.66	310	-50
"ST4195"	0.85	311	-20
"ST0523"	0.86	307	-1
"ST4196"	0.74	1	3
"ST0524"	0.84	266	23
"ST0525"	0.72	378	-36
"ST0526"	0.85	237	0
"ST4197"	0.54	427	-2
"ST4198"	0.93	263	29
"ST0527"	0.91	259	39
"ST4199"	0.95	310	-7
"ST0528"	0.95	308	12
"ST4200"	0.78	360	-6
"ST4201"	0.88	325	25
"ST4202"	0.64	374	-45
"ST0529"	0.86	1	14
"ST4203"	0.66	330	50
"ST0530"	0.7	375	-33
"ST0531"	0.91	282	18
"ST0532"	0.91	283	-1
"ST4204"	0.64	397	0
"ST4205"	0.47	260	50
"ST0533"	0.5	445	0
"ST4206"	0.74	240	50
"ST4207"	0.86	176	-11
"ST0534"	0.87	257	35
"ST4208"	0.83	211	50
"ST0535"	0.89	215	32
"ST4209"	0.84	276	21
"ST0536"	0.84	274	8
"ST0537"	0.85	254	0
"ST4210"	0.84	268	50
"ST0538"	0.84	265	27
"ST4211"	0.82	287	-11
"ST4212"	0.83	311	27
"ST4213"	0.87	263	0
"ST4214"	0.72	182	-24
"ST4215"	0.79	141	32
"ST4216"	0.47	456	-6
"ST0539"	0.73	354	-50
"ST4217"	0.96	311	7
"ST4218"	0.9	292	16
"ST4219"	0.8	311	-50
"ST0540"	0.83	262	7
"ST0541"	0.76	348	-45
"ST0542"	0.51	477	-30
"ST4220"	0.8	282	-13
"ST4221"	0.68	232	6
"ST4222"	0.96	279	-4
"ST0543"	0.82	369	-15
"ST0544"	0.93	318	-4
"ST4223"	0.83	369	-10
"ST0545"	0.74	335	-50
"ST4224"	0.8	251	37
"ST4225"	0.9	250	38
"ST4226"	0.92	252	4
"ST0546"	0.91	251	6
"ST4227"	0.87	242	-5
"ST0547"	0.86	245	19
"ST4228"	0.63	211	25
"ST0548"	0.62	212	-36
"ST4229"	0.89	291	30
"ST0549"	0.91	241	30
"ST4230"	0.85	269	40
"ST4231"	0.89	276	35
"ST0550"	0.92	274	1
"ST4232"	0.85	286	-46
"ST0551"	0.89	289	-32
"ST4233"	0.77	329	-50
"ST0552"	0.84	167	2
"ST4234"	0.79	287	-12
"ST0553"	0.79	284	0
"ST0554"	0.76	274	2
"ST4235"	0.92	367	0
"ST0555"	0.88	360	9
"ST4236"	0.5	459	-12
"ST0556"	0.78	200	42
"ST4237"	0.79	176	50
"ST4238"	0.92	306	-4
"ST0557"	0.92	304	-15
"ST0558"	0.85	285	-20
"ST4239"	0.87	319	-26
"ST4240"	0.9	269	-3
"ST0559"	0.87	317	-15
"ST4241"	0.85	227	40
"ST0560"	0.71	232	50
"ST4242"	0.87	265	-2
"ST4243"	0.63	321	-50
"ST0561"	0.62	109	50
"ST4244"	0.77	237	20
"ST0562"	0.8	413	0
"ST0563"	0.87	255	26
"ST0564"	0.88	311	-12
"ST4245"	0.86	272	32
"ST0565"	0.87	269	5
"ST4246"	0.89	289	8
"ST4247"	0.91	245	21
"ST4248"	0.88	284	20
"ST4249"	0.9	289	4
"ST0566"	0.84	239	48
"ST4250"	0.8	319	-42
"ST4251"	0.73	226	-34
"ST0567"	0.91	290	-33
"ST4252"	0.86	294	-33
"ST0568"	0.86	295	-17
"ST4253"	0.61	402	-25
"ST0569"	0.69	392	-22
"ST4254"	0.68	307	-35
"ST4255"	0.7	221	-29
"ST4256"	0.48	237	50
"ST0570"	0.7	389	-27
"ST4257"	0.81	1	-30
"ST0571"	0.6	187	0
"ST0572"	0.83	272	18
"ST0573"	0.87	265	10
"ST0574"	0.7	282	-7
"ST4258"	0.82	241	31
"ST4259"	0.76	184	-50
"ST0575"	0.82	244	47
"ST4260"	0.79	228	40
"ST4261"	0.85	176	5
"ST4262"	0.86	260	0
"ST0576"	0.86	261	5
"ST4263"	0.86	230	28
"ST0577"	0.85	233	40
"ST0578"	0.71	219	21
"ST0579"	0.85	191	40
"ST4264"	0.82	330	-19
"ST0580"	0.8	326	-7
"ST0581"	0.54	185	50
"ST4265"	0.96	290	2
"ST0582"	0.6	328	-50
"ST0583"	0.91	273	17
"ST4266"	0.68	235	20
"ST0584"	0.72	297	24
"ST4267"	0.88	320	-11
"ST0585"	0.88	320	8
"ST0586"	0.84	304	5
"ST0587"	0.9	263	6
"ST4268"	0.77	225	50
"ST0588"	0.88	229	28
"ST0589"	0.82	264	1
"ST4269"	0.87	269	45
"ST0590"	0.91	274	30
"ST0591"	0.84	221	-14
"ST4270"	0.93	322	-18
"ST4271"	0.73	1	21
"ST0592"	0.67	284	50
"ST4272"	0.92	290	13
"ST4273"	0.5	475	-16
"ST0593"	0.76	359	-32
"ST0594"	0.91	282	4
"ST4274"	0.92	351	-9
"ST0595"	0.85	339	-27
"ST4275"	0.89	265	22
"ST4276"	0.9	255	36
"ST0596"	0.87	238	36
"ST4277"	0.89	281	35
"ST0597"	0.9	282	27
"ST4278"	0.85	276	25
"ST4279"	0.88	249	40
"ST0598"	0.86	244	46
"ST4280"	0.9	234	39
"ST0599"	0.93	227	50
"ST0600"	0.87	261	21
"ST0601"	0.88	290	3
"ST4281"	0.96	1	11
"ST0602"	0.93	318	22
"ST0603"	0.7	301	28
"ST0604"	0.69	400	-32
"ST0605"	0.89	277	23
"ST0606"	0.9	284	-19
"ST4282"	0.75	250	28
"ST0607"	0.52	1	-24
"ST0608"	0.67	1	18
"ST4283"	0.86	259	49
"ST4284"	0.89	272	-3
"ST0609"	0.89	276	-32
"ST4285"	0.69	385	-43
"ST0610"	0.83	191	30
"ST4286"	0.94	296	-2
"ST0611"	0.78	237	8
"ST4287"	0.93	282	-25
"ST0612"	0.64	341	50
"ST0613"	0.64	173	17
"ST4288"	0.77	1	-40
"ST0614"	0.88	332	-4
"ST0615"	0.81	260	7
"ST4289"	0.95	284	-14
"ST4290"	0.95	258	36
"ST0616"	0.94	254	16
"ST4291"	0.95	362	-6
"ST0617"	0.84	345	-30
"ST4292"	0.64	373	-15
"ST4293"	0.67	36	-42
"ST0618"	0.69	1	50
"ST0619"	0.91	265	0
"ST4294"	0.9	215	14
"ST0620"	0.88	251	42
"ST4295"	0.87	312	7
"ST4296"	0.79	266	28
"ST4297"	0.88	268	28
"ST0621"	0.87	263	-14
"ST4298"	0.87	300	16
"ST0622"	0.85	298	-34
"ST0623"	0.86	314	-7
"ST0624"	0.91	285	0
"ST0625"	0.71	330	-24
"ST4299"	0.89	245	36
"ST0626"	0.71	361	15
"ST4300"	0.9	310	31
"ST0627"	0.93	318	-21
"ST0628"	0.47	1	3
"ST0629"	0.89	277	9
"ST4301"	0.88	322	-30
"ST0630"	0.92	326	-4
"ST4302"	0.9	294	19
"ST4303"	0.43	487	-16
"ST0631"	0.91	295	20
"ST4304"	0.93	284	35
"ST4305"	0.91	361	4
"ST0632"	0.71	303	-50
"ST4306"	0.55	1	11
"ST4307"	0.95	291	13
"ST0633"	0.9	152	1
"ST4308"	0.93	333	-13
"ST4309"	0.91	393	1
"ST0634"	0.84	329	-23
"ST4310"	0.73	1	-4
"ST4311"	0.91	268	24
"ST0635"	0.91	266	-18
"ST4312"	0.87	287	0
"ST4313"	0.92	250	17
"ST0636"	0.92	225	12
"ST4314"	0.82	310	-24
"ST0637"	0.79	301	-35
"ST0638"	0.94	220	1
"ST0639"	0.82	182	-39
"ST4315"	0.59	425	-9
"ST0640"	0.64	409	43
"ST4316"	0.81	341	5
"ST4317"	0.64	425	-36
"ST0641"	0.41	196	0
"ST4318"	0.83	260	41
"ST0642"	0.81	253	49
"ST4319"	0.87	283	-31
"ST0643"	0.88	282	4
"ST4320"	0.89	277	-9
"ST4321"	0.86	208	37
"ST4322"	0.92	283	5
"ST4323"	0.83	336	-13
"ST0644"	0.89	282	-32
"ST4324"	0.83	295	16
"ST0645"	0.9	187	-20
"ST4325"	0.78	203	30
"ST0646"	0.8	202	-16
"ST4326"	0.86	250	26
"ST0647"	0.88	252	35
"ST4327"	0.79	1	-47
"ST0648"	0.88	260	11
"ST4328"	0.94	286	10
"ST4329"	0.79	303	-9
"ST4330"	0.78	262	24
"ST4331"	0.81	321	-35
"ST0649"	0.9	338	-6
"ST0650"	0.6	328	-50
"ST4332"	0.89	251	35
"ST0651"	0.77	278	8
"ST0652"	0.4	497	-11
"ST4333"	0.89	271	20
"ST0653"	0.91	250	27
"ST0654"	0.89	287	11
"ST4334"	0.95	227	0
"ST4335"	0.89	216	24
"ST4336"	0.92	226	40
"ST0655"	0.87	219	23
"ST4337"	0.76	249	22
"ST0656"	0.85	212	50
"ST4338"	0.76	1	33
"ST4339"	0.8	242	30
"ST4340"	0.82	1	50
"ST0657"	0.84	280	-8
"ST4341"	0.87	262	8
"ST0658"	0.81	267	-2
"ST0659"	0.89	241	0
"ST4342"	0.96	319	-13
"ST4343"	0.9	237	12
"ST0660"	0.9	310	-32
"ST4344"	0.89	250	24
"ST0661"	0.89	237	-15
"ST0662"	0.88	250	36
"ST0663"	0.83	219	-10
"ST4345"	0.83	266	25
"ST0664"	0.63	500	0
"ST4346"	0.92	267	36
"ST4347"	0.68	416	0
"ST0665"	0.95	271	15
"ST4348"	0.82	270	50
"ST0666"	0.83	267	20
"ST0667"	0.89	263	0
"ST4349"	0.95	269	17
"ST4350"	0.88	261	6
"ST4351"	0.8	255	34
"ST0668"	0.85	229	26
"ST4352"	0.86	291	9
"ST4353"	0.9	262	25
"ST4354"	0.86	284	28
"ST0669"	0.86	282	-6
"ST0670"	0.77	1	-30
"ST4355"	0.92	165	-8
"ST0671"	0.89	233	35
"ST4356"	0.7	398	-42
"ST0672"	0.88	459	0
"ST0673"	0.61	1	-16
"ST0674"	0.88	304	-16
"ST0675"	0.92	234	-4
"ST4357"	0.91	256	-27
"ST0676"	0.92	254	15
"ST4358"	0.89	218	25
"ST0677"	0.92	217	17
"ST4359"	0.87	264	23
"ST4360"	0.94	320	1
"ST0678"	0.94	321	-4
"ST0679"	0.74	398	0
"ST0680"	0.73	1	-38
"ST0681"	0.63	140	22
"ST4361"	0.75	183	50
"ST0682"	0.51	168	-41
"ST4362"	0.95	383	0
"ST0683"	0.87	359	-12
"ST4363"	0.93	353	0
"ST0684"	0.9	347	-10
"ST4364"	0.84	305	-6
"ST4365"	0.88	287	1
"ST0685"	0.88	289	12
"ST4366"	0.83	259	14
"ST4367"	0.79	304	-10
"ST0686"	0.8	313	-22
"ST0687"	0.91	309	-25
"ST4368"	0.85	258	-50
"ST4369"	0.81	178	48
"ST0688"	0.95	287	-13
"ST0689"	0.87	282	6
"ST0690"	0.91	274	5
"ST4370"	0.83	494	0
"ST0691"	0.72	1	-6
"ST0692"	0.72	388	-39
"ST4371"	0.85	315	-36
"ST4372"	0.87	305	-7
"ST4373"	0.92	269	-15
"ST0693"	0.82	298	-35
"ST0694"	0.91	270	28
"ST0695"	0.78	238	29
"ST4374"	0.9	255	37
"ST4375"	0.91	168	2
"ST4376"	0.67	407	-32
"ST0696"	0.62	400	-29
"ST0697"	0.94	299	12
"ST4377"	0.86	235	32
"ST4378"	0.88	311	-18
"ST0698"	0.89	310	-19
"ST4379"	0.83	324	-1
"ST0699"	0.82	327	-28
"ST0700"	0.89	287	16
"ST4380"	0.92	269	-6
"ST4381"	0.76	1	42
"ST0701"	0.91	269	-11
"ST0702"	0.87	301	0
"ST4382"	0.88	266	35
"ST0703"	0.9	241	0
"ST4383"	0.79	248	50
"ST4384"	0.88	1	50
"ST4385"	0.71	389	-40
"ST0704"	0.76	1	50
"ST0705"	0.86	434	0
"ST4386"	0.97	435	0
"ST0706"	0.7	245	-47
"ST0707"	0.7	377	-50
"ST4387"	0.84	231	38
"ST0708"	0.76	1	32
"ST4388"	0.81	184	15
"ST0709"	0.92	12	-26
"ST0710"	0.62	421	-38
"ST0711"	0.86	248	10
"ST4389"	0.94	301	8
"ST0712"	0.93	301	14
"ST4390"	0.79	181	22
"ST0713"	0.67	387	-21
"ST4391"	0.66	411	-20
"ST4392"	0.98	253	6
"ST0714"	0.95	255	29
"ST4393"	0.65	156	-50
"ST0715"	0.79	229	-9
"ST4394"	0.77	185	43
"ST4395"	0.94	282	7
"ST0716"	0.94	284	22
"ST0717"	0.86	302	-6
"ST4396"	0.86	1	-50
"ST0718"	0.43	500	18
"ST0719"	0.83	302	42
"ST4397"	0.81	320	48
"ST0720"	0.79	1	50
"ST0721"	0.8	161	-37
"ST0722"	0.83	257	2
"ST4398"	0.63	1	-40
"ST0723"	0.9	184	5
"ST4399"	0.94	351	-5
"ST0724"	0.95	352	-4
"ST4400"	0.87	173	19
"ST0725"	0.76	1	-16
"ST4401"	0.78	328	42
"ST4402"	0.78	324	-32
"ST4403"	0.87	256	25
"ST0726"	0.83	270	-1
"ST4404"	0.92	213	22
"ST4405"	0.9	283	-6
"ST4406"	0.88	309	25
"ST0727"	0.92	315	13
"ST4407"	0.84	244	40
"ST0728"	0.83	190	4
"ST4408"	0.89	229	35
"ST0729"	0.91	226	16
"ST4409"	0.51	337	-17
"ST4410"	0.94	310	-1
"ST0730"	0.88	374	-9
"ST0731"	0.68	196	50
"ST0732"	0.79	227	23
"ST0733"	0.81	1	-38
"ST0734"	0.87	241	22
"ST4411"	0.89	288	-27
"ST4412"	0.84	273	3
"ST4413"	0.82	1	-50
"ST0735"	0.84	275	-15
"ST0736"	0.77	245	49
"ST0737"	0.86	268	18
"ST4414"	0.49	1	10
"ST0738"	0.58	190	50
"ST4415"	0.9	275	29
"ST4416"	0.91	320	-14
"ST0739"	0.9	319	-7
"ST0740"	0.89	257	15
"ST4417"	0.88	283	29
"ST0741"	0.84	276	-45
"ST0742"	0.8	198	0
"ST0743"	0.93	256	23
"ST4418"	0.95	231	0
"ST4419"	0.91	276	6
"ST0744"	0.91	276	6
"ST4420"	0.67	382	-43
"ST4421"	0.89	303	11
"ST0745"	0.89	302	3
"ST4422"	0.74	283	42
"ST4423"	0.45	313	-50
"ST0746"	0.72	383	-14
"ST4424"	0.75	291	10
"ST0747"	0.75	292	-21
"ST0748"	0.68	352	-50
"ST4425"	0.85	1	18
"ST0749"	0.8	246	43
"ST0750"	0.71	384	-50
"ST4426"	0.52	1	21
"ST4427"	0.86	242	15
"ST0751"	0.84	239	19
"ST0752"	0.85	258	24
"ST0753"	0.92	282	13
"ST4428"	0.91	246	15
"ST4429"	0.88	258	41
"ST4430"	0.88	170	12
"ST0754"	0.88	258	37
"ST4431"	0.84	1	50
"ST0755"	0.82	284	-50
"ST4432"	0.92	304	7
"ST0756"	0.92	305	-11
"ST0757"	0.79	297	10
"ST0758"	0.92	289	7
"ST4433"	0.85	249	43
"ST0759"	0.89	241	8
"ST4434"	0.86	282	50
"ST0760"	0.94	287	0
"ST4435"	0.7	392	-27
"ST0761"	0.56	398	0
"ST0762"	0.82	282	-29
"ST0763"	0.74	364	9
"ST4436"	0.93	237	19
"ST0764"	0.98	235	0
"ST4437"	0.52	395	-36
"ST4438"	0.91	254	50
"ST0765"	0.67	368	-37
"ST0766"	0.91	247	3
"ST0767"	0.92	279	19
"ST4439"	0.91	246	12
"ST0768"	0.91	215	0
"ST4440"	0.95	237	-8
"ST4441"	0.86	277	32
"ST0769"	0.88	279	-12
"ST0770"	0.85	244	12
"ST4442"	0.86	247	19
"ST4443"	0.91	246	44
"ST0771"	0.88	245	-4
"ST4444"	0.62	276	23
"ST4445"	0.93	283	3
"ST0772"	0.94	283	0
"ST4446"	0.64	389	-8
"ST0773"	0.66	416	-39
"ST4447"	0.74	174	-48
"ST0774"	0.88	236	28
"ST4448"	0.89	283	7
"ST0775"	0.85	280	44
"ST4449"	0.93	269	3
"ST4450"	0.93	293	-4
"ST4451"	0.82	311	-27
"ST4452"	0.92	255	30
"ST0776"	0.81	308	7
"ST0777"	0.89	242	20
"ST4453"	0.71	393	-38
"ST4454"	0.64	205	-38
"ST0778"	0.7	358	-50
"ST4455"	0.59	1	28
"ST4456"	0.91	254	5
"ST4457"	0.61	250	41
"ST0779"	0.89	256	30
"ST4458"	0.7	366	-50
"ST0780"	0.68	397	-16
"ST0781"	0.78	187	-31
"ST4459"	0.83	292	-42
"ST0782"	0.8	289	-50
"ST4460"	0.56	322	-50
"ST0783"	0.67	418	-46
"ST0784"	0.73	207	28
"ST4461"	0.88	260	43
"ST0785"	0.9	260	25
"ST4462"	0.93	237	13
"ST0786"	0.91	239	21
"ST4463"	0.51	1	-30
"ST4464"	0.88	294	-48
"ST4465"	0.73	277	50
"ST0787"	0.71	263	32
"ST0788"	0.9	286	-12
"ST0789"	0.87	277	13
"ST4466"	0.91	292	-18
"ST0790"	0.91	292	-19
"ST0791"	0.8	317	34
"ST4467"	0.71	410	-1
"ST4468"	0.96	446	0
"ST0792"	0.83	292	13
"ST4469"	0.83	1	-50
"ST4470"	0.63	331	-50
"ST0793"	0.62	424	-27
"ST4471"	0.8	161	-36
"ST4472"	0.75	371	-35
"ST4473"	0.64	299	-50
"ST0794"	0.79	333	-45
"ST4474"	0.85	312	-5
"ST4475"	0.86	257	-14
"ST0795"	0.84	313	-15
"ST0796"	0.86	256	11
"ST4476"	0.87	220	18
"ST0797"	0.87	225	32
"ST4477"	0.73	182	-39
"ST4478"	0.86	177	0
"ST4479"	0.69	1	-50
"ST4480"	0.67	179	50
"ST0798"	0.7	181	50
"ST4481"	0.92	278	29
"ST0799"	0.93	280	-17
"ST0800"	0.93	320	16
"ST4482"	0.9	215	23
"ST0801"	0.77	200	-22
"ST4483"	0.76	372	0
"ST0802"	0.86	227	-14
"ST4484"	0.85	323	-8
"ST0803"	0.82	315	19
"ST5244"	0.67	494	0
"ST1568"	0.6	234	16
"ST5245"	0.94	184	0
"ST1569"	0.93	200	-8
"ST5246"	0.96	268	-1
"ST1570"	0.87	188	-5
"ST5247"	0.92	236	25
"ST1571"	0.73	1	-44
"ST5248"	0.95	300	9
"ST1572"	0.54	1	-7
"ST1573"	0.87	278	-1
"ST5249"	0.89	167	-8
"ST1574"	0.61	345	15
"ST1575"	0.85	320	-8
"ST5250"	0.65	115	0
"ST5251"	0.76	193	-50
"ST5252"	0.89	314	-27
"ST1576"	0.87	310	-33
"ST5253"	0.86	207	50
"ST5254"	0.87	216	25
"ST1577"	0.86	207	50
"ST1578"	0.88	213	16
"ST5255"	0.54	296	13
"ST5256"	0.7	204	-20
"ST5257"	0.89	264	-8
"ST5258"	0.8	240	50
"ST1579"	0.83	245	37
"ST1580"	0.57	1	-15
"ST5259"	0.93	273	0
"ST5260"	0.69	392	-32
"ST1581"	0.66	393	6
"ST5261"	0.86	259	39
"ST5262"	0.75	1	38
"ST5263"	0.9	295	14
"ST1582"	0.89	250	-4
"ST1583"	0.92	281	5
"ST5264"	0.85	296	6
"ST1584"	0.85	297	7
"ST1585"	0.93	281	-34
"ST5265"	0.83	256	47
"ST5266"	0.87	257	10
"ST5267"	0.91	243	26
"ST1586"	0.93	194	2
"ST5268"	0.9	278	26
"ST1587"	0.83	204	9
"ST1588"	0.89	246	7
"ST5269"	0.59	91	50
"ST5270"	0.8	192	40
"ST1589"	0.79	1	50
"ST1590"	0.56	363	19
"ST5271"	0.65	419	-19
"ST1591"	0.7	399	-47
"ST5272"	0.87	252	26
"ST1592"	0.88	223	21
"ST5273"	0.76	364	-36
"ST1593"	0.78	1	-50
"ST1594"	0.87	301	-24
"ST1595"	0.94	299	-4
"ST1596"	0.88	285	-23
"ST1597"	0.65	296	-50
"ST1598"	0.62	43	50
"ST5274"	0.71	198	40
"ST1599"	0.86	223	0
"ST5275"	0.87	1	40
"ST5276"	0.35	1	27
"ST1600"	0.84	1	50
"ST1601"	0.66	405	-28
"ST5277"	0.56	314	-50
"ST1602"	0.36	315	16
"ST5278"	0.91	312	-14
"ST5279"	0.91	255	25
"ST5280"	0.9	275	-23
"ST1603"	0.91	255	-19
"ST1604"	0.84	295	-37
"ST1605"	0.9	273	11
"ST5281"	0.73	366	-39
"ST5282"	0.92	243	29
"ST1606"	0.95	398	0
"ST1607"	0.93	249	30
"ST5283"	0.83	261	50
"ST1608"	0.89	266	32
"ST5284"	0.68	409	-36
"ST1609"	0.64	408	-21
"ST5285"	0.86	281	23
"ST5286"	0.9	245	17
"ST1610"	0.75	238	50
"ST5287"	0.83	296	10
"ST1611"	0.83	296	-13
"ST5288"	0.6	450	-23
"ST1612"	0.68	282	27
"ST1613"	0.62	225	26
"ST5289"	0.91	233	50
"ST1614"	0.64	1	-29
"ST5290"	0.51	1	-20
"ST1615"	0.71	1	47
"ST5291"	0.85	203	9
"ST5292"	0.87	317	-23
"ST5293"	0.77	243	49
"ST1616"	0.88	319	-14
"ST1617"	0.77	237	22
"ST5294"	0.89	289	9
"ST1618"	0.89	288	4
"ST5295"	0.63	207	50
"ST1619"	0.94	194	5
"ST5296"	0.91	248	48
"ST5297"	0.57	208	50
"ST5298"	0.91	252	-12
"ST5299"	0.85	241	33
"ST1620"	0.9	252	17
"ST1621"	0.68	325	3
"ST5300"	0.87	205	40
"ST5301"	0.77	243	46
"ST1622"	0.79	237	7
"ST1623"	0.81	288	15
"ST5302"	0.78	1	-50
"ST1624"	0.76	276	27
"ST5303"	0.94	318	-4
"ST1625"	0.94	317	-7
"ST5304"	0.94	368	-6
"ST5305"	0.4	1	0
"ST1626"	0.86	352	-23
"ST1627"	0.77	425	0
"ST5306"	0.71	267	-19
"ST5307"	0.45	295	25
"ST5308"	0.88	240	24
"ST5309"	0.8	261	24
"ST5310"	0.61	358	-50
"ST5311"	0.83	258	33
"ST5312"	0.87	262	14
"ST5313"	0.86	282	0
"ST1628"	0.85	283	22
"ST5314"	0.75	234	32
"ST5315"	0.89	289	4
"ST5316"	0.89	240	37
"ST5317"	0.57	396	-3
"ST5318"	0.63	406	-23
"ST1629"	0.65	413	-2
"ST1630"	0.63	194	50
"ST5319"	0.71	409	0
"ST1631"	0.86	210	29
"ST5320"	0.61	407	-26
"ST5321"	0.88	297	12
"ST1632"	0.89	297	0
"ST5322"	0.72	258	-46
"ST1633"	0.72	259	35
"ST1634"	0.88	280	38
"ST5323"	0.8	170	6
"ST1635"	0.7	1	14
"ST5324"	0.67	295	-50
"ST1636"	0.85	1	-50
"ST1637"	0.81	257	40
"ST1638"	0.52	1	13
"ST5325"	0.83	260	26
"ST5326"	0.86	217	25
"ST1639"	0.82	259	-36
"ST5327"	0.84	283	32
