""	"corr"	"length"	"shift"
"YDR176W"	0.88	320	6
"YDR177W"	0.84	304	3
"YDR178W"	0.9	264	10
"YDR179C"	0.87	230	50
"YDR180W"	0.81	266	8
"YDR181C"	0.91	274	24
"YDR182W"	0.93	271	-1
"YDR183W"	0.85	223	8
"YDR184C"	0.92	320	-3
"YDR185C"	0.92	290	15
"YDR186C"	0.71	192	40
"YDR188W"	0.77	361	-18
"YDR189W"	0.91	282	4
"YDR190C"	0.9	349	-14
"YDR191W"	0.93	359	-4
"YDR192C"	0.89	264	16
"YDR194C"	0.9	253	25
"YDR195W"	0.88	235	21
"YDR196C"	0.91	280	11
"YDR197W"	0.89	280	33
"YDR198C"	0.86	276	23
"YDR200C"	0.87	247	31
"YDR201W"	0.87	244	25
"YDR202C"	0.9	233	28
"YDR204W"	0.94	229	21
"YDR205W"	0.87	262	33
"YDR206W"	0.88	290	4
"YDR207C"	0.84	280	12
"YDR208W"	0.93	319	-24
"YDR211W"	0.7	395	-38
"YDR212W"	0.89	275	9
"YDR213W"	0.9	282	6
"YDR214W"	0.73	250	0
"YDR216W"	0.55	394	-33
"YDR217C"	0.87	257	19
"YDR218C"	0.86	261	19
"YDR219C"	0.89	275	22
"YDR221W"	0.89	273	10
"YDR223W"	0.78	244	-11
"YDR224C"	0.92	279	-12
"YDR225W"	0.72	361	-48
"YDR226W"	0.88	334	-3
"YDR227W"	0.81	261	17
"YDR228C"	0.95	283	-7
"YDR229W"	0.95	254	10
"YDR231C"	0.84	337	-30
"YDR232W"	0.94	365	-6
"YDR233C"	0.85	258	30
"YDR234W"	0.69	386	-15
"YDR235W"	0.91	266	-2
"YDR236C"	0.88	221	43
"YDR237W"	0.87	246	18
"YDR238C"	0.86	309	-3
"YDR239C"	0.79	266	21
"YDR240C"	0.88	266	19
"YDR242W"	0.87	265	18
"YDR243C"	0.87	297	-1
"YDR244W"	0.87	297	2
"YDR245W"	0.87	318	15
"YDR246W"	0.91	285	-2
"YDR247W"	0.75	209	50
"YDR251W"	0.94	320	-19
"YDR252W"	0.88	279	23
"YDR253C"	0.91	326	-22
"YDR254W"	0.92	326	-4
"YDR255C"	0.9	294	14
"YDR256C"	0.78	232	19
"YDR257C"	0.95	285	21
"YDR258C"	0.8	341	22
"YDR259C"	0.6	409	-9
"YDR260C"	0.95	291	-7
"YDR261C"	0.92	326	-19
"YDR263C"	0.91	262	37
"YDR264C"	0.91	263	6
"YDR265W"	0.91	262	1
"YDR266C"	0.87	288	7
"YDR267C"	0.91	252	31
"YDR268W"	0.91	226	17
"YDR270W"	0.82	310	20
"YDR272W"	0.88	223	34
"YDR273W"	0.86	265	7
"YDR275W"	0.7	370	3
"YDR276C"	0.66	386	-40
"YDR277C"	0.59	387	-21
"YDR279W"	0.86	255	0
"YDR280W"	0.88	282	3
"YDR281C"	0.9	276	-3
"YDR283C"	0.9	282	28
"YDR284C"	0.83	336	-15
"YDR285W"	0.86	309	-8
"YDR287W"	0.78	267	26
"YDR288W"	0.88	251	25
"YDR289C"	0.88	260	8
"YDR292C"	0.94	285	3
"YDR293C"	0.95	306	0
"YDR294C"	0.78	262	24
"YDR295C"	0.89	335	14
"YDR296W"	0.81	323	-33
"YDR297W"	0.79	305	-35
"YDR298C"	0.91	246	1
"YDR299W"	0.77	279	17
"YDR300C"	0.9	269	5
"YDR301W"	0.9	251	42
"YDR302W"	0.9	288	-6
"YDR303C"	0.88	219	50
"YDR304C"	0.88	216	28
"YDR305C"	0.95	219	6
"YDR308C"	0.81	239	19
"YDR309C"	0.68	394	-50
"YDR310C"	0.88	261	0
"YDR311W"	0.8	269	18
"YDR312W"	0.87	243	16
"YDR313C"	0.97	320	-11
"YDR314C"	0.89	240	36
"YDR315C"	0.89	251	29
"YDR316W"	0.9	248	11
"YDR317W"	0.85	212	3
"YDR318W"	0.84	264	7
"YDR320C"	0.87	201	30
"YDR320C-A"	0.84	267	17
"YDR321W"	0.83	267	19
"YDR322W"	0.87	268	24
"YDR322C-A"	0.96	268	4
"YDR323C"	0.87	262	17
"YDR324C"	0.8	251	18
"YDR325W"	0.85	230	29
"YDR326C"	0.86	291	-6
"YDR328C"	0.91	262	9
"YDR329C"	0.86	284	21
"YDR330W"	0.86	282	11
"YDR331W"	0.88	269	14
"YDR332W"	0.89	232	28
"YDR334W"	0.68	410	-30
"YDR335W"	0.88	302	-6
"YDR337W"	0.91	256	30
"YDR339C"	0.89	261	0
"YDR341C"	0.93	320	-12
"YDR342C"	0.5	359	-50
"YDR343C"	0.92	90	0
"YDR345C"	0.67	414	-38
"YDR346C"	0.81	340	-36
"YDR347W"	0.91	347	-9
"YDR349C"	0.87	288	12
"YDR350C"	0.78	303	1
"YDR351W"	0.79	304	8
"YDR353W"	0.95	288	17
"YDR354W"	0.87	281	0
"YDR356W"	0.91	274	6
"YDR358W"	0.72	386	-50
"YDR359C"	0.82	288	10
"YDR361C"	0.87	303	1
"YDR362C"	0.91	269	17
"YDR363W"	0.92	268	8
"YDR363W-A"	0.78	238	38
"YDR364C"	0.92	252	10
"YDR365C"	0.66	408	-29
"YDR367W"	0.66	387	-44
"YDR368W"	0.95	298	2
"YDR369C"	0.86	236	39
"YDR372C"	0.81	321	-17
"YDR373W"	0.83	330	-14
"YDR375C"	0.89	268	30
"YDR376W"	0.92	271	11
"YDR377W"	0.88	303	10
"YDR378C"	0.89	263	8
"YDR379W"	0.87	241	11
"YDR379C-A"	0.86	250	22
"YDR380W"	0.94	373	-4
"YDR381W"	0.73	376	-50
"YDR381C-A"	0.83	233	32
"YDR382W"	0.69	389	-41
"YDR383C"	0.86	227	20
"YDR384C"	0.75	187	50
"YDR385W"	0.62	419	-40
"YDR386W"	0.87	247	5
"YDR388W"	0.92	300	24
"YDR389W"	0.67	387	-35
"YDR390C"	0.67	410	-29
"YDR392W"	0.95	255	25
"YDR393W"	0.78	224	19
"YDR394W"	0.94	282	3
"YDR395W"	0.86	301	3
"YDR397C"	0.87	279	15
"YDR398W"	0.9	320	-16
"YDR399W"	0.96	342	0
"YDR400W"	0.83	259	-6
"YDR402C"	0.87	284	7
"YDR403W"	0.87	285	13
"YDR404C"	0.93	348	-10
"YDR405W"	0.93	349	-12
"YDR406W"	0.7	358	-50
"YDR407C"	0.76	314	-8
"YDR408C"	0.87	255	18
"YDR409W"	0.83	274	7
"YDR410C"	0.9	283	7
"YDR411C"	0.91	313	4
"YDR412W"	0.92	314	4
"YDR414C"	0.85	243	24
"YDR416W"	0.9	226	19
"YDR418W"	0.81	365	-24
"YDR419W"	0.8	227	20
"YDR420W"	0.77	289	-2
"YDR421W"	0.88	240	17
"YDR422C"	0.88	284	16
"YDR423C"	0.84	275	13
"YDR424C"	0.78	248	36
"YDR425W"	0.79	247	25
"YDR427W"	0.87	266	8
"YDR428C"	0.85	224	20
"YDR429C"	0.9	273	9
"YDR430C"	0.9	318	1
"YDR432W"	0.89	318	-17
"YDR434W"	0.89	256	10
"YDR435C"	0.9	284	11
"YDR436W"	0.75	207	21
"YDR437W"	0.93	256	37
"YDR438W"	0.87	195	26
"YDR439W"	0.92	232	14
"YDR440W"	0.91	277	12
"YDR441C"	0.54	423	-18
"YDR443C"	0.89	302	2
"YDR446W"	0.76	282	11
"YDR447C"	0.47	73	50
"YDR448W"	0.71	383	-29
"YDR449C"	0.75	289	0
"YDR450W"	0.67	398	-27
"YDR451C"	0.7	392	-46
"YDR452W"	0.68	398	-36
"YDR453C"	0.92	277	17
"YDR454C"	0.85	243	24
"YDR456W"	0.85	257	18
"YDR457W"	0.93	281	-1
"YDR458C"	0.94	245	0
"YDR459C"	0.89	257	24
"YDR460W"	0.89	258	27
"YDR461W"	0.9	293	-5
"YDR462W"	0.92	303	1
"YDR463W"	0.79	296	3
"YDR464W"	0.92	288	-3
"YDR465C"	0.85	249	41
"YDR466W"	0.87	242	18
"YDR468C"	0.94	290	21
"YDR469W"	0.93	287	10
"YDR470C"	0.7	392	-24
"YDR471W"	0.66	376	-50
"YDR472W"	0.65	369	-50
"YDR473C"	0.91	238	33
"YDR475C"	0.49	376	-50
"YDR477W"	0.9	249	15
"YDR478W"	0.92	279	18
"YDR479C"	0.94	244	0
"YDR480W"	0.85	221	33
"YDR481C"	0.95	236	8
"YDR482C"	0.88	279	18
"YDR483W"	0.88	279	9
"YDR484W"	0.85	247	27
"YDR485C"	0.85	249	32
"YDR486C"	0.92	245	28
"YDR487C"	0.67	384	-43
"YDR488C"	0.94	284	-4
"YDR489W"	0.94	285	7
"YDR490C"	0.68	392	-29
"YDR492W"	0.62	426	-29
"YDR493W"	0.88	234	21
"YDR494W"	0.89	284	-12
"YDR495C"	0.92	271	12
"YDR496C"	0.93	293	-4
"YDR497C"	0.81	306	-2
"YDR498C"	0.92	255	24
"YDR499W"	0.88	244	29
"YDR500C"	0.71	392	-41
"YDR501W"	0.7	392	-33
"YDR502C"	0.86	331	-31
"YDR503C"	0.9	256	21
"YDR505C"	0.59	268	15
"YDR507C"	0.92	304	5
"YDR508C"	0.57	62	50
"YDR510W"	0.63	440	-32
"YDR511W"	0.72	208	37
"YDR512C"	0.93	258	0
"YDR513W"	0.9	261	-21
"YDR515W"	0.9	240	41
"YDR516C"	0.86	285	11
"YDR517W"	0.72	263	5
"YDR518W"	0.9	284	5
"YDR519W"	0.87	278	16
"YDR522C"	0.82	252	29
"YDR523C"	0.83	291	5
"YDR524C"	0.76	355	-42
"YDR525W-A"	0.67	396	-50
"YDR527W"	0.87	337	-20
"YDR528W"	0.92	349	0
"YDR529C"	0.85	312	-9
"YDR530C"	0.8	245	50
"YDR531W"	0.87	254	0
"YDR532C"	0.91	220	0
"YDR533C"	0.87	268	21
"YDR536W"	0.64	327	-50
"YDR538W"	0.76	252	22
"YDR539W"	0.94	322	-18
"YDR540C"	0.86	226	32
"YDR542W"	0.68	209	-45
"YEL072W"	0.93	350	-10
"YEL071W"	0.88	336	3
"YEL069C"	0.57	380	-45
"YEL066W"	0.81	222	37
"YEL065W"	0.91	258	17
"YEL064C"	0.92	276	20
"YEL063C"	0.65	399	-22
"YEL062W"	0.9	197	26
"YEL061C"	0.92	288	17
"YEL060C"	0.64	388	-14
"YEL059C-A"	0.79	261	23
"YEL058W"	0.91	241	19
"YEL056W"	0.89	264	27
"YEL055C"	0.9	319	-7
"YEL054C"	0.67	419	-22
"YEL053C"	0.91	249	26
"YEL052W"	0.86	201	14
"YEL051W"	0.85	291	8
"YEL050C"	0.88	271	14
"YEL049W"	0.86	250	11
"YEL048C"	0.84	273	13
"YEL047C"	0.9	281	16
"YEL046C"	0.74	341	-36
"YEL044W"	0.61	411	-50
"YEL043W"	0.93	282	-1
"YEL042W"	0.9	334	-23
"YEL041W"	0.92	234	0
"YEL040W"	0.77	346	-18
"YEL039C"	0.83	359	-27
"YEL038W"	0.83	350	-27
"YEL037C"	0.93	319	8
"YEL036C"	0.76	337	-14
"YEL034W"	0.61	1	50
"YEL032W"	0.67	299	6
"YEL031W"	0.89	284	2
"YEL030W"	0.92	283	14
"YEL029C"	0.89	277	4
"YEL027W"	0.72	325	-50
"YEL026W"	0.9	338	-24
"YEL024W"	0.95	319	3
"YEL022W"	0.77	281	6
"YEL021W"	0.87	301	4
"YEL020W-A"	0.92	276	7
"YEL019C"	0.88	248	28
"YEL018W"	0.91	243	0
"YEL017C-A"	0.47	402	-22
"YEL017W"	0.67	399	-41
"YEL016C"	0.86	275	6
"YEL015W"	0.87	273	2
"YEL013W"	0.94	298	7
"YEL012W"	0.83	321	-7
"YEL011W"	0.91	274	43
"YEL009C"	0.78	221	32
"YEL006W"	0.96	323	-6
"YEL005C"	0.87	229	13
"YEL004W"	0.87	232	16
"YEL003W"	0.9	270	13
"YEL002C"	0.92	289	1
"YEL001C"	0.92	301	9
"YER001W"	0.72	311	-40
"YER002W"	0.93	328	-14
"YER003C"	0.86	272	29
"YER004W"	0.85	231	24
"YER005W"	0.71	247	-20
"YER006W"	0.93	326	-8
"YER007W"	0.85	204	49
"YER007C-A"	0.8	261	21
"YER008C"	0.84	287	14
"YER009W"	0.84	287	-5
"YER010C"	0.88	207	35
"YER011W"	0.78	408	-5
"YER012W"	0.89	274	-14
"YER013W"	0.88	293	16
"YER014W"	0.9	264	14
"YER014C-A"	0.89	182	0
"YER015W"	0.84	261	16
"YER016W"	0.89	261	23
"YER017C"	0.82	224	1
"YER018C"	0.8	295	16
"YER019W"	0.81	298	1
"YER019C-A"	0.71	342	-14
"YER020W"	0.88	257	27
"YER021W"	0.82	308	-12
"YER022W"	0.89	254	27
"YER023W"	0.89	270	19
"YER024W"	0.78	269	13
"YER025W"	0.92	285	9
"YER026C"	0.94	314	13
"YER027C"	0.86	262	15
"YER028C"	0.63	300	-50
"YER029C"	0.91	282	3
"YER030W"	0.91	283	8
"YER031C"	0.87	295	3
"YER032W"	0.87	295	-5
"YER033C"	0.84	198	37
"YER035W"	0.66	364	-50
"YER036C"	0.75	240	29
"YER037W"	0.73	310	-50
"YER038C"	0.9	219	26
"YER039C"	0.9	276	16
"YER040W"	0.91	278	25
"YER041W"	0.89	226	35
"YER042W"	0.89	269	3
"YER043C"	0.97	427	0
"YER044C"	0.94	330	9
"YER044C-A"	0.83	201	50
"YER045C"	0.55	443	-14
"YER046W"	0.72	375	-37
"YER047C"	0.89	274	16
"YER048C"	0.95	290	-12
"YER048W-A"	0.85	252	29
"YER049W"	0.91	285	10
"YER050C"	0.88	288	24
"YER051W"	0.89	286	5
"YER052C"	0.91	358	-10
"YER053C"	0.71	182	50
"YER055C"	0.92	355	-12
"YER056C"	0.65	407	-25
"YER056C-A"	0.6	421	-15
"YER057C"	0.86	214	20
"YER058W"	0.89	239	24
"YER059W"	0.85	282	25
"YER060W"	0.93	260	9
"YER061C"	0.92	218	-9
"YER062C"	0.68	364	-50
"YER063W"	0.94	276	-25
"YER065C"	0.81	329	-30
"YER067W"	0.94	303	5
"YER068W"	0.97	330	-12
"YER069W"	0.74	295	4
"YER070W"	0.79	367	-28
"YER072W"	0.93	305	10
"YER073W"	0.62	310	-50
"YER074W"	0.7	386	-42
"YER074W-A"	0.89	274	20
"YER075C"	0.61	77	50
"YER078C"	0.95	318	8
"YER080W"	0.78	236	6
"YER081W"	0.87	350	-20
"YER082C"	0.88	287	13
"YER083C"	0.87	267	11
"YER086W"	0.89	331	-6
"YER087W"	0.89	229	42
"YER087C-B"	0.91	306	3
"YER088C"	0.49	198	50
"YER089C"	0.88	322	-5
"YER090W"	0.88	325	-6
"YER091C"	0.52	399	-20
"YER092W"	0.71	387	-36
"YER093C"	0.88	229	13
"YER093C-A"	0.75	208	50
"YER094C"	0.81	275	7
"YER095W"	0.86	273	15
"YER096W"	0.84	267	15
"YER098W"	0.64	212	50
"YER099C"	0.78	248	31
"YER100W"	0.9	238	20
"YER101C"	0.88	190	24
"YER102W"	0.63	415	-17
"YER103W"	0.78	197	36
"YER104W"	0.88	238	26
"YER105C"	0.9	283	-3
"YER106W"	0.9	282	0
"YER107C"	0.85	274	7
"YER109C"	0.91	283	16
"YER110C"	0.79	305	3
"YER111C"	0.79	347	-20
"YER112W"	0.85	348	-25
"YER113C"	0.91	259	34
"YER114C"	0.74	351	-36
"YER115C"	0.8	245	15
"YER116C"	0.69	385	-22
"YER117W"	0.63	390	-22
"YER118C"	0.8	281	5
"YER119C"	0.91	322	-12
"YER120W"	0.91	321	-15
"YER122C"	0.92	308	8
"YER123W"	0.92	308	-9
"YER124C"	0.71	402	-23
"YER125W"	0.78	374	-21
"YER126C"	0.91	311	15
"YER127W"	0.92	311	-8
"YER129W"	0.86	288	-5
"YER131W"	0.58	397	-12
"YER132C"	0.93	268	11
"YER133W"	0.85	284	-29
"YER136W"	0.74	344	26
"YER139C"	0.85	255	15
"YER141W"	0.86	307	-6
"YER142C"	0.88	259	16
"YER143W"	0.87	261	29
"YER144C"	0.87	286	-3
"YER145C"	0.66	296	-50
"YER146W"	0.73	258	30
"YER147C"	0.91	306	-2
"YER148W"	0.91	307	-11
"YER149C"	0.91	265	26
"YER150W"	0.74	367	-17
"YER151C"	0.93	274	8
"YER152C"	0.87	283	-3
"YER153C"	0.85	284	12
"YER154W"	0.86	282	-5
"YER155C"	0.81	223	48
"YER157W"	0.87	220	39
"YER159C"	0.68	308	-36
"YER161C"	0.9	284	4
"YER162C"	0.82	257	17
"YER164W"	0.85	283	18
"YER165W"	0.79	358	-30
"YER166W"	0.92	322	-18
"YER167W"	0.9	341	-16
"YER168C"	0.66	417	-23
"YER169W"	0.69	397	-43
"YER170W"	0.89	263	18
"YER171W"	0.88	278	11
"YER172C"	0.85	274	17
"YER173W"	0.85	272	8
"YER174C"	0.93	270	6
"YER175C"	0.89	191	21
"YER176W"	0.89	313	-9
"YER177W"	0.65	247	1
"YER178W"	0.96	315	9
"YER179W"	0.87	230	44
"YER180C-A"	0.69	403	-31
"YER183C"	0.89	240	31
"YER185W"	0.73	363	-25
"YFL062W"	0.88	266	-3
"YFL060C"	0.71	242	20
"YFL059W"	0.83	1	-50
"YFL058W"	0.62	308	50
"YFL056C"	0.86	272	23
"YFL055W"	0.87	269	7
"YFL053W"	0.9	305	14
"YFL050C"	0.88	271	6
"YFL049W"	0.88	272	12
"YFL048C"	0.84	276	17
"YFL047W"	0.84	274	8
"YFL045C"	0.9	286	18
"YFL044C"	0.87	216	30
"YFL041W"	0.89	224	27
"YFL039C"	0.81	274	6
"YFL038C"	0.83	354	-27
"YFL037W"	0.88	362	-16
"YFL036W"	0.77	377	-25
"YFL034C-B"	0.87	261	16
"YFL034C-A"	0.69	410	-39
"YFL033C"	0.62	205	50
"YFL031W"	0.64	393	-40
"YFL030W"	0.77	242	50
"YFL029C"	0.79	215	20
"YFL028C"	0.89	246	23
"YFL027C"	0.73	236	41
"YFL026W"	0.71	364	-19
"YFL025C"	0.91	260	14
"YFL024C"	0.88	314	27
"YFL023W"	0.7	395	-34
"YFL022C"	0.66	411	-30
"YFL021W"	0.7	498	0
"YFL018C"	0.97	307	-9
"YFL017W-A"	0.85	227	41
"YFL017C"	0.93	253	19
"YFL016C"	0.71	390	-50
"YFL014W"	0.64	423	-33
"YFL013C"	0.93	326	10
"YFL011W"	0.94	269	31
"YFL010W-A"	0.86	261	24
"YFL010C"	0.88	280	7
"YFL009W"	0.88	280	5
"YFL008W"	0.91	291	8
"YFL007W"	0.92	294	9
"YFL005W"	0.93	268	7
"YFL004W"	0.83	252	28
"YFL003C"	0.94	316	-5
"YFL002C"	0.9	281	8
"YFL001W"	0.87	275	21
"YFR001W"	0.88	298	-8
"YFR002W"	0.84	289	2
"YFR003C"	0.91	293	0
"YFR004W"	0.91	295	13
"YFR005C"	0.86	334	-18
"YFR007W"	0.89	236	40
"YFR008W"	0.91	241	34
"YFR009W"	0.84	223	9
"YFR010W"	0.93	258	2
"YFR011C"	0.78	364	-20
"YFR013W"	0.89	247	30
"YFR014C"	0.89	306	-25
"YFR015C"	0.62	302	13
"YFR016C"	0.85	342	-25
"YFR019W"	0.91	288	5
"YFR021W"	0.9	268	23
"YFR022W"	0.94	258	-3
"YFR023W"	0.85	228	44
"YFR024C-A"	0.86	256	9
"YFR025C"	0.69	388	-15
"YFR026C"	0.89	245	24
"YFR027W"	0.88	245	28
"YFR028C"	0.7	394	-50
"YFR029W"	0.76	373	-30
"YFR030W"	0.75	333	12
"YFR031C"	0.9	238	25
"YFR031C-A"	0.52	165	50
"YFR032C-A"	0.7	385	-45
"YFR033C"	0.7	303	0
"YFR034C"	0.85	331	-23
"YFR036W"	0.68	205	50
"YFR037C"	0.85	283	6
"YFR038W"	0.85	285	14
"YFR040W"	0.69	404	-33
"YFR041C"	0.89	229	20
"YFR042W"	0.88	232	35
"YFR043C"	0.91	211	14
"YFR044C"	0.78	267	22
"YFR046C"	0.91	225	35
"YFR047C"	0.86	227	36
"YFR048W"	0.88	275	0
"YFR049W"	0.93	273	6
"YFR050C"	0.81	278	1
"YFR051C"	0.87	284	12
"YFR052W"	0.92	292	5
"YGL258W"	0.95	306	6
"YGL257C"	0.72	218	45
"YGL256W"	0.83	242	25
"YGL255W"	0.91	292	-12
"YGL254W"	0.91	230	6
"YGL253W"	0.67	406	-49
"YGL252C"	0.92	319	-10
"YGL250W"	0.91	270	6
"YGL249W"	0.8	252	34
"YGL248W"	0.7	231	0
"YGL247W"	0.89	269	31
"YGL246C"	0.87	284	4
"YGL245W"	0.87	284	9
"YGL244W"	0.89	287	2
"YGL243W"	0.9	215	-8
"YGL241W"	0.94	240	15
"YGL240W"	0.93	262	0
"YGL238W"	0.89	283	15
"YGL237C"	0.85	266	17
"YGL236C"	0.9	314	-2
"YGL234W"	0.9	315	-14
"YGL233W"	0.89	266	7
"YGL232W"	0.91	215	32
"YGL231C"	0.79	232	29
"YGL229C"	0.72	374	-31
"YGL228W"	0.7	390	-31
"YGL227W"	0.93	264	3
"YGL226C-A"	0.9	239	19
"YGL226W"	0.89	239	19
"YGL225W"	0.67	392	-26
"YGL224C"	0.82	298	32
"YGL223C"	0.8	210	28
"YGL222C"	0.76	287	7
"YGL221C"	0.89	237	23
"YGL220W"	0.9	235	14
"YGL219C"	0.67	413	-28
"YGL216W"	0.66	420	-31
"YGL215W"	0.89	292	-2
"YGL213C"	0.89	267	24
"YGL212W"	0.89	265	13
"YGL211W"	0.91	258	21
"YGL210W"	0.89	278	5
"YGL209W"	0.69	379	-43
"YGL208W"	0.91	235	16
"YGL207W"	0.91	316	-12
"YGL206C"	0.63	404	-11
"YGL205W"	0.67	408	-30
"YGL203C"	0.9	291	9
"YGL202W"	0.92	302	-23
"YGL201C"	0.9	277	3
"YGL200C"	0.76	346	-48
"YGL198W"	0.87	341	-12
"YGL197W"	0.87	303	-25
"YGL196W"	0.9	304	11
"YGL195W"	0.88	308	7
"YGL194C"	0.79	261	31
"YGL192W"	0.79	259	28
"YGL191W"	0.76	289	22
"YGL190C"	0.8	268	-14
"YGL189C"	0.67	385	-31
"YGL187C"	0.93	318	-21
"YGL186C"	0.72	295	0
"YGL183C"	0.89	308	14
"YGL181W"	0.89	307	9
"YGL180W"	0.78	247	27
"YGL179C"	0.86	305	1
"YGL178W"	0.75	383	-18
"YGL175C"	0.79	256	32
"YGL174W"	0.79	253	16
"YGL173C"	0.92	306	-13
"YGL172W"	0.92	305	-7
"YGL171W"	0.87	277	18
"YGL170C"	0.58	445	-26
"YGL169W"	0.72	384	-23
"YGL168W"	0.92	263	-7
"YGL167C"	0.92	321	6
"YGL166W"	0.92	322	-5
"YGL164C"	0.87	246	21
"YGL163C"	0.77	265	7
"YGL162W"	0.8	238	27
"YGL161C"	0.92	287	4
"YGL160W"	0.92	286	4
"YGL158W"	0.8	269	23
"YGL157W"	0.86	330	-30
"YGL156W"	0.84	284	25
"YGL155W"	0.87	243	25
"YGL154C"	0.91	245	25
"YGL153W"	0.91	245	19
"YGL151W"	0.9	276	21
"YGL150C"	0.78	195	19
"YGL148W"	0.82	300	-2
"YGL147C"	0.63	415	-35
"YGL145W"	0.67	417	-29
"YGL144C"	0.9	247	18
"YGL143C"	0.87	210	29
"YGL142C"	0.9	244	28
"YGL141W"	0.9	244	31
"YGL139W"	0.87	291	0
"YGL137W"	0.85	317	-8
"YGL136C"	0.88	339	-16
"YGL135W"	0.88	361	-11
"YGL134W"	0.93	313	2
"YGL133W"	0.81	273	-14
"YGL131C"	0.88	253	15
"YGL130W"	0.87	255	34
"YGL129C"	0.91	267	33
"YGL128C"	0.79	208	50
"YGL127C"	0.92	255	26
"YGL126W"	0.93	250	5
"YGL125W"	0.73	186	50
"YGL124C"	0.8	196	48
"YGL123W"	0.68	390	0
"YGL122C"	0.92	312	-3
"YGL121C"	0.79	216	-1
"YGL120C"	0.85	239	29
"YGL119W"	0.77	233	25
"YGL116W"	0.98	315	8
"YGL115W"	0.93	280	12
"YGL113W"	0.89	273	0
"YGL112C"	0.88	279	11
"YGL111W"	0.88	280	16
"YGL110C"	0.86	248	29
"YGL107C"	0.9	293	8
"YGL106W"	0.9	292	-3
"YGL105W"	0.9	320	-25
"YGL104C"	0.86	207	36
"YGL103W"	0.69	384	-34
"YGL100W"	0.9	223	16
"YGL099W"	0.86	276	7
"YGL098W"	0.75	212	50
"YGL097W"	0.83	338	-15
"YGL096W"	0.7	345	-40
"YGL095C"	0.89	340	-11
"YGL094C"	0.87	274	14
"YGL093W"	0.88	273	4
"YGL092W"	0.91	273	2
"YGL091C"	0.86	269	18
"YGL090W"	0.87	268	12
"YGL087C"	0.89	296	-10
"YGL086W"	0.89	296	10
"YGL084C"	0.8	269	38
"YGL083W"	0.9	311	-4
"YGL078C"	0.85	278	9
"YGL077C"	0.94	326	-2
"YGL076C"	0.83	348	-16
"YGL075C"	0.93	259	25
"YGL073W"	0.85	217	37
"YGL071W"	0.91	345	-17
"YGL070C"	0.88	274	10
"YGL068W"	0.89	272	2
"YGL067W"	0.82	222	49
"YGL066W"	0.88	279	-2
"YGL065C"	0.94	247	8
"YGL064C"	0.84	303	-4
"YGL063W"	0.83	303	13
"YGL062W"	0.69	209	39
"YGL061C"	0.89	245	13
"YGL060W"	0.89	245	12
"YGL059W"	0.88	270	9
"YGL058W"	0.95	317	9
"YGL057C"	0.86	280	16
"YGL056C"	0.66	398	-25
"YGL055W"	0.67	292	-50
"YGL054C"	0.83	258	30
"YGL053W"	0.89	204	5
"YGL050W"	0.58	427	-30
"YGL049C"	0.89	302	14
"YGL048C"	0.89	260	3
"YGL047W"	0.88	263	20
"YGL045W"	0.92	218	0
"YGL044C"	0.93	280	-1
"YGL043W"	0.92	281	7
"YGL040C"	0.87	392	0
"YGL039W"	0.54	395	-15
"YGL038C"	0.84	352	14
"YGL037C"	0.62	295	27
"YGL035C"	0.91	412	0
"YGL032C"	0.91	325	-24
"YGL031C"	0.69	403	-45
"YGL030W"	0.68	343	-50
"YGL029W"	0.9	256	14
"YGL028C"	0.96	276	-1
"YGL027C"	0.81	257	24
"YGL026C"	0.89	285	18
"YGL025C"	0.83	235	12
"YGL023C"	0.91	286	9
"YGL022W"	0.91	285	-4
"YGL021W"	0.91	280	13
"YGL020C"	0.89	238	35
"YGL019W"	0.91	236	23
"YGL018C"	0.84	235	24
"YGL017W"	0.84	238	34
"YGL016W"	0.84	254	22
"YGL014W"	0.86	284	10
"YGL013C"	0.69	388	-42
"YGL012W"	0.7	396	-46
"YGL011C"	0.88	288	12
"YGL009C"	0.83	321	-31
"YGL006W"	0.8	355	-20
"YGL005C"	0.85	255	26
"YGL004C"	0.94	246	19
"YGL003C"	0.94	305	-3
"YGL002W"	0.94	306	11
"YGL001C"	0.86	249	3
"YGR002C"	0.73	287	17
"YGR003W"	0.72	280	-4
"YGR004W"	0.92	267	8
"YGR005C"	0.88	249	21
"YGR006W"	0.89	246	10
"YGR007W"	0.84	284	12
"YGR008C"	0.87	257	20
"YGR009C"	0.9	269	17
"YGR010W"	0.82	182	23
"YGR012W"	0.93	275	-2
"YGR013W"	0.86	254	12
"YGR014W"	0.66	391	-14
"YGR019W"	0.91	306	12
"YGR020C"	0.93	314	-14
"YGR023W"	0.86	269	10
"YGR024C"	0.96	303	8
"YGR027C"	0.87	364	-14
"YGR028W"	0.79	222	29
"YGR029W"	0.85	254	34
"YGR030C"	0.82	295	16
"YGR031C-A"	0.66	392	-49
"YGR032W"	0.91	240	50
"YGR033C"	0.93	354	-7
"YGR034W"	0.73	364	-44
"YGR036C"	0.94	276	4
"YGR037C"	0.82	296	3
"YGR038W"	0.92	234	29
"YGR040W"	0.82	204	50
"YGR041W"	0.75	417	-3
"YGR043C"	0.89	359	-12
"YGR044C"	0.67	389	-39
"YGR046W"	0.93	293	18
"YGR047C"	0.75	382	-28
"YGR048W"	0.95	422	0
"YGR049W"	0.93	288	-29
"YGR054W"	0.86	339	-11
