""	"corr"	"length"	"shift"
"YGR055W"	0.52	448	-42
"YGR056W"	0.91	297	-34
"YGR057C"	0.82	275	23
"YGR058W"	0.85	203	39
"YGR059W"	0.91	274	2
"YGR060W"	0.89	211	43
"YGR061C"	0.97	289	22
"YGR062C"	0.77	237	12
"YGR063C"	0.75	300	17
"YGR065C"	0.88	317	-26
"YGR068C"	0.81	278	2
"YGR070W"	0.8	264	50
"YGR072W"	0.88	231	24
"YGR074W"	0.83	282	5
"YGR075C"	0.88	204	35
"YGR076C"	0.86	234	13
"YGR077C"	0.87	259	27
"YGR078C"	0.69	389	-26
"YGR080W"	0.86	263	21
"YGR081C"	0.84	290	12
"YGR082W"	0.84	289	7
"YGR083C"	0.92	280	17
"YGR084C"	0.83	276	6
"YGR085C"	0.86	366	-17
"YGR086C"	0.66	343	-50
"YGR087C"	0.89	284	-1
"YGR088W"	0.88	312	-33
"YGR089W"	0.87	310	-6
"YGR090W"	0.7	399	-33
"YGR091W"	0.82	241	34
"YGR092W"	0.84	355	-25
"YGR094W"	0.96	301	3
"YGR095C"	0.85	276	13
"YGR096W"	0.85	274	7
"YGR097W"	0.82	245	12
"YGR098C"	0.83	245	27
"YGR099W"	0.84	242	14
"YGR100W"	0.92	240	22
"YGR101W"	0.82	271	12
"YGR102C"	0.91	327	4
"YGR103W"	0.91	327	-9
"YGR104C"	0.89	244	27
"YGR105W"	0.9	246	34
"YGR106C"	0.85	346	-13
"YGR108W"	0.92	322	-3
"YGR109C"	0.91	267	21
"YGR110W"	0.88	267	6
"YGR112W"	0.84	237	32
"YGR113W"	0.92	271	10
"YGR116W"	0.85	293	14
"YGR118W"	0.72	258	37
"YGR119C"	0.92	297	3
"YGR120C"	0.67	404	-27
"YGR121C"	0.51	387	-39
"YGR122W"	0.8	250	22
"YGR123C"	0.88	291	5
"YGR124W"	0.78	326	-49
"YGR128C"	0.95	294	9
"YGR129W"	0.94	294	-26
"YGR130C"	0.93	299	2
"YGR131W"	0.73	253	19
"YGR132C"	0.88	250	15
"YGR133W"	0.81	255	37
"YGR134W"	0.71	254	28
"YGR135W"	0.87	270	0
"YGR136W"	0.9	308	-23
"YGR138C"	0.62	244	27
"YGR140W"	0.88	294	8
"YGR141W"	0.92	294	-7
"YGR142W"	0.74	349	0
"YGR143W"	0.78	326	-26
"YGR144W"	0.79	299	-4
"YGR145W"	0.93	295	4
"YGR146C"	0.66	262	28
"YGR147C"	0.93	273	5
"YGR148C"	0.7	398	-48
"YGR150C"	0.82	263	10
"YGR152C"	0.94	308	6
"YGR154C"	0.82	290	-6
"YGR155W"	0.82	290	13
"YGR156W"	0.94	299	-2
"YGR157W"	0.83	365	-14
"YGR158C"	0.94	298	0
"YGR159C"	0.93	352	-12
"YGR162W"	0.74	390	-8
"YGR163W"	0.93	293	16
"YGR165W"	0.86	197	45
"YGR166W"	0.88	266	8
"YGR167W"	0.96	272	23
"YGR169C"	0.84	207	37
"YGR170W"	0.67	412	-28
"YGR171C"	0.84	203	34
"YGR172C"	0.89	265	15
"YGR173W"	0.89	265	12
"YGR174C"	0.92	258	30
"YGR175C"	0.74	267	8
"YGR177C"	0.72	272	36
"YGR178C"	0.91	322	-15
"YGR179C"	0.92	288	15
"YGR180C"	0.83	278	2
"YGR181W"	0.92	255	25
"YGR183C"	0.86	344	-15
"YGR184C"	0.86	276	33
"YGR185C"	0.86	289	3
"YGR186W"	0.86	288	0
"YGR187C"	0.93	320	-20
"YGR188C"	0.87	270	12
"YGR189C"	0.7	371	-39
"YGR191W"	0.71	266	24
"YGR192C"	0.89	1	44
"YGR193C"	0.87	260	13
"YGR194C"	0.9	268	6
"YGR195W"	0.84	255	20
"YGR196C"	0.95	293	8
"YGR197C"	0.7	355	-20
"YGR198W"	0.65	395	-7
"YGR199W"	0.92	266	-4
"YGR200C"	0.89	245	21
"YGR202C"	0.88	272	16
"YGR203W"	0.7	1	8
"YGR204W"	0.73	373	-45
"YGR205W"	0.84	335	-24
"YGR206W"	0.86	261	16
"YGR207C"	0.93	261	10
"YGR208W"	0.93	261	8
"YGR209C"	0.84	258	26
"YGR211W"	0.87	367	-11
"YGR212W"	0.91	228	9
"YGR213C"	0.92	261	26
"YGR214W"	0.8	66	50
"YGR215W"	0.95	266	20
"YGR216C"	0.88	252	17
"YGR217W"	0.89	251	8
"YGR218W"	0.95	322	-1
"YGR220C"	0.92	276	-1
"YGR221C"	0.82	274	8
"YGR222W"	0.86	299	7
"YGR223C"	0.87	239	34
"YGR224W"	0.89	261	17
"YGR225W"	0.86	277	10
"YGR227W"	0.88	271	13
"YGR229C"	0.5	422	-23
"YGR230W"	0.91	270	11
"YGR231C"	0.97	289	8
"YGR232W"	0.81	207	45
"YGR233C"	0.91	299	11
"YGR234W"	0.93	124	0
"YGR236C"	0.83	211	45
"YGR238C"	0.81	259	16
"YGR239C"	0.97	280	2
"YGR240C"	0.69	363	-50
"YGR241C"	0.58	362	-21
"YGR244C"	0.92	317	-22
"YGR245C"	0.86	319	-6
"YGR246C"	0.89	222	24
"YGR247W"	0.85	258	27
"YGR248W"	0.77	209	45
"YGR249W"	0.68	374	-50
"YGR250C"	0.89	318	14
"YGR251W"	0.92	275	11
"YGR252W"	0.91	255	33
"YGR253C"	0.87	284	-17
"YGR254W"	0.71	74	50
"YGR255C"	0.68	364	-50
"YGR256W"	0.64	429	-28
"YGR257C"	0.86	274	18
"YGR258C"	0.89	293	14
"YGR260W"	0.85	274	-9
"YGR261C"	0.87	257	34
"YGR262C"	0.95	248	18
"YGR263C"	0.89	211	5
"YGR264C"	0.88	331	-7
"YGR266W"	0.93	327	-11
"YGR267C"	0.94	330	-6
"YGR268C"	0.9	297	-18
"YGR270W"	0.88	327	-15
"YGR271W"	0.86	280	10
"YGR271C-A"	0.83	277	20
"YGR274C"	0.87	256	20
"YGR275W"	0.87	256	27
"YGR276C"	0.88	225	23
"YGR277C"	0.88	240	32
"YGR278W"	0.88	242	35
"YGR279C"	0.65	409	-42
"YGR280C"	0.95	306	3
"YGR281W"	0.73	310	-4
"YGR282C"	0.62	148	27
"YGR283C"	0.91	278	1
"YGR284C"	0.86	307	2
"YGR285C"	0.83	304	5
"YGR286C"	0.91	318	-16
"YGR287C"	0.82	356	-23
"YGR288W"	0.82	293	-18
"YGR289C"	0.83	346	-3
"YGR292W"	0.81	333	-22
"YGR295C"	0.92	285	-24
"YHL048W"	0.87	285	-13
"YHL046C"	0.87	273	0
"YHL043W"	0.67	161	-26
"YHL040C"	0.84	204	41
"YHL039W"	0.7	228	36
"YHL038C"	0.88	251	12
"YHL036W"	0.94	275	16
"YHL035C"	0.8	188	19
"YHL034C"	0.91	277	5
"YHL033C"	0.74	367	-27
"YHL032C"	0.72	353	37
"YHL031C"	0.78	214	39
"YHL030W"	0.69	281	7
"YHL028W"	0.55	453	-5
"YHL027W"	0.67	400	-30
"YHL025W"	0.92	284	22
"YHL024W"	0.63	374	-26
"YHL023C"	0.67	412	-32
"YHL022C"	0.96	255	-14
"YHL021C"	0.71	329	-28
"YHL020C"	0.95	279	12
"YHL019C"	0.84	221	31
"YHL016C"	0.77	358	-29
"YHL015W"	0.72	376	-50
"YHL014C"	0.82	263	33
"YHL013C"	0.92	258	28
"YHL011C"	0.89	320	-25
"YHL010C"	0.85	254	27
"YHL009C"	0.67	413	-31
"YHL007C"	0.58	430	-9
"YHL006C"	0.79	315	-20
"YHL004W"	0.8	319	-6
"YHL003C"	0.87	311	-13
"YHL002W"	0.75	249	30
"YHL001W"	0.7	395	-32
"YHR001W"	0.86	240	29
"YHR001W-A"	0.94	303	-29
"YHR002W"	0.94	294	0
"YHR003C"	0.83	250	3
"YHR004C"	0.86	268	8
"YHR005C"	0.58	439	-21
"YHR005C-A"	0.67	406	-43
"YHR006W"	0.92	342	-12
"YHR007C"	0.75	410	6
"YHR008C"	0.91	296	-32
"YHR010W"	0.68	354	-50
"YHR011W"	0.75	225	17
"YHR012W"	0.73	234	38
"YHR013C"	0.86	271	1
"YHR014W"	0.86	271	4
"YHR015W"	0.96	403	0
"YHR016C"	0.84	250	12
"YHR017W"	0.84	254	20
"YHR018C"	0.93	288	-3
"YHR019C"	0.89	334	-23
"YHR020W"	0.94	341	-10
"YHR021C"	0.7	354	-50
"YHR023W"	0.72	392	-26
"YHR024C"	0.84	262	6
"YHR025W"	0.84	264	7
"YHR026W"	0.86	289	3
"YHR027C"	0.83	288	22
"YHR028C"	0.82	280	8
"YHR029C"	0.91	235	11
"YHR030C"	0.85	328	-38
"YHR031C"	0.9	339	-13
"YHR032W"	0.87	334	-22
"YHR034C"	0.88	243	27
"YHR036W"	0.83	269	20
"YHR037W"	0.93	277	13
"YHR038W"	0.9	241	17
"YHR039C"	0.81	267	35
"YHR039C-A"	0.85	286	2
"YHR040W"	0.85	285	-1
"YHR042W"	0.81	351	-8
"YHR043C"	0.91	235	32
"YHR044C"	0.85	186	31
"YHR046C"	0.87	274	9
"YHR047C"	0.75	379	-19
"YHR049W"	0.82	297	-50
"YHR050W"	0.86	285	-3
"YHR051W"	0.89	312	6
"YHR052W"	0.92	296	4
"YHR056C"	0.81	252	20
"YHR057C"	0.85	236	28
"YHR058C"	0.89	232	23
"YHR059W"	0.88	231	26
"YHR060W"	0.84	204	42
"YHR061C"	0.8	285	14
"YHR062C"	0.85	242	29
"YHR063C"	0.89	249	20
"YHR064C"	0.74	384	-27
"YHR065C"	0.9	313	-2
"YHR066W"	0.9	312	-5
"YHR067W"	0.87	210	7
"YHR068W"	0.92	288	19
"YHR069C"	0.93	282	11
"YHR070W"	0.93	283	17
"YHR071W"	0.93	286	-20
"YHR072W"	0.93	219	4
"YHR072W-A"	0.86	292	0
"YHR073W"	0.89	281	13
"YHR074W"	0.87	254	8
"YHR075C"	0.89	254	20
"YHR076W"	0.89	224	34
"YHR077C"	0.88	356	-15
"YHR079C"	0.9	297	14
"YHR079C-A"	0.89	279	13
"YHR080C"	0.93	284	29
"YHR081W"	0.81	273	17
"YHR082C"	0.92	257	26
"YHR083W"	0.95	311	-3
"YHR084W"	0.96	337	-5
"YHR085W"	0.89	270	13
"YHR086W"	0.85	294	11
"YHR087W"	0.98	321	-9
"YHR088W"	0.92	307	-6
"YHR089C"	0.9	323	4
"YHR090C"	0.88	281	28
"YHR091C"	0.88	258	36
"YHR094C"	0.69	329	-50
"YHR096C"	0.93	181	1
"YHR098C"	0.94	324	-8
"YHR099W"	0.89	281	23
"YHR100C"	0.85	254	19
"YHR101C"	0.83	218	42
"YHR102W"	0.87	246	21
"YHR103W"	0.91	348	0
"YHR104W"	0.89	270	12
"YHR105W"	0.91	228	30
"YHR106W"	0.9	202	13
"YHR107C"	0.87	278	11
"YHR108W"	0.87	279	16
"YHR109W"	0.89	200	18
"YHR110W"	0.89	261	14
"YHR111W"	0.86	276	24
"YHR113W"	0.89	263	17
"YHR114W"	0.88	264	10
"YHR115C"	0.91	290	14
"YHR116W"	0.92	289	-5
"YHR117W"	0.85	270	19
"YHR118C"	0.87	253	19
"YHR119W"	0.88	255	25
"YHR120W"	0.88	228	50
"YHR121W"	0.9	282	12
"YHR122W"	0.8	262	13
"YHR123W"	0.88	284	14
"YHR124W"	0.78	236	41
"YHR127W"	0.89	290	0
"YHR128W"	0.92	314	12
"YHR129C"	0.85	253	29
"YHR132C"	0.89	271	0
"YHR132W-A"	0.88	274	14
"YHR133C"	0.87	244	21
"YHR134W"	0.87	247	18
"YHR135C"	0.89	317	-15
"YHR136C"	0.87	237	7
"YHR137W"	0.66	406	-35
"YHR139C"	0.88	334	-23
"YHR141C"	0.7	383	-48
"YHR142W"	0.87	246	17
"YHR143W"	0.92	345	-11
"YHR143W-A"	0.9	324	-10
"YHR144C"	0.68	401	-37
"YHR146W"	0.83	339	-21
"YHR147C"	0.83	280	11
"YHR148W"	0.83	282	26
"YHR149C"	0.66	415	-29
"YHR150W"	0.68	406	-28
"YHR151C"	0.74	384	-20
"YHR152W"	0.71	389	-27
"YHR153C"	0.83	304	14
"YHR154W"	0.83	301	5
"YHR155W"	0.91	279	8
"YHR156C"	0.66	365	-23
"YHR157W"	0.68	234	50
"YHR158C"	0.83	253	24
"YHR160C"	0.9	253	11
"YHR161C"	0.67	214	46
"YHR163W"	0.75	296	11
"YHR164C"	0.84	268	32
"YHR165C"	0.9	262	23
"YHR166C"	0.83	253	9
"YHR167W"	0.82	256	24
"YHR168W"	0.9	211	20
"YHR169W"	0.92	257	11
"YHR170W"	0.89	312	-9
"YHR171W"	0.87	295	16
"YHR172W"	0.82	262	25
"YHR174W"	0.67	199	27
"YHR175W"	0.84	322	-2
"YHR176W"	0.92	267	17
"YHR178W"	0.87	315	-13
"YHR179W"	0.67	340	-5
"YHR181W"	0.7	391	-24
"YHR183W"	0.94	318	-25
"YHR184W"	0.9	257	21
"YHR185C"	0.72	392	26
"YHR186C"	0.89	278	13
"YHR187W"	0.91	280	16
"YHR188C"	0.89	240	16
"YHR189W"	0.87	241	28
"YHR190W"	0.91	278	-7
"YHR191C"	0.85	242	35
"YHR193C"	0.66	419	-31
"YHR194W"	0.68	408	-35
"YHR195W"	0.87	260	19
"YHR196W"	0.88	284	13
"YHR197W"	0.9	278	20
"YHR198C"	0.9	241	7
"YHR199C"	0.9	227	43
"YHR199C-A"	0.88	267	18
"YHR200W"	0.89	264	0
"YHR201C"	0.9	242	12
"YHR203C"	0.61	61	50
"YHR204W"	0.64	395	-21
"YHR205W"	0.88	311	-6
"YHR206W"	0.67	386	-22
"YHR207C"	0.85	255	20
"YHR208W"	0.92	287	15
"YHR211W"	0.9	285	20
"YHR216W"	0.82	300	-15
"YIL164C"	0.92	237	26
"YIL162W"	0.76	237	41
"YIL160C"	0.84	322	-31
"YIL159W"	0.85	320	-6
"YIL158W"	0.93	322	-1
"YIL157C"	0.87	205	36
"YIL156W"	0.88	214	18
"YIL155C"	0.88	266	14
"YIL154C"	0.83	240	16
"YIL153W"	0.83	242	21
"YIL150C"	0.93	277	18
"YIL149C"	0.68	392	-25
"YIL148W"	0.67	403	-31
"YIL147C"	0.87	256	19
"YIL146C"	0.87	255	31
"YIL145C"	0.9	293	-2
"YIL144W"	0.92	282	7
"YIL143C"	0.85	298	16
"YIL142W"	0.85	296	-4
"YIL140W"	0.93	278	0
"YIL139C"	0.84	255	25
"YIL138C"	0.86	261	40
"YIL137C"	0.91	244	29
"YIL136W"	0.67	204	50
"YIL135C"	0.91	275	3
"YIL134W"	0.86	251	41
"YIL133C"	0.66	364	-50
"YIL132C"	0.81	191	32
"YIL131C"	0.68	409	-34
"YIL130W"	0.66	415	-25
"YIL129C"	0.88	250	17
"YIL128W"	0.88	223	21
"YIL126W"	0.9	374	-9
"YIL125W"	0.88	302	-8
"YIL124W"	0.94	300	-12
"YIL123W"	0.89	292	3
"YIL122W"	0.64	406	-27
"YIL121W"	0.72	375	-50
"YIL120W"	0.64	200	50
"YIL119C"	0.48	439	-27
"YIL118W"	0.69	396	-40
"YIL117C"	0.58	330	-50
"YIL116W"	0.73	300	20
"YIL115C"	0.85	305	-39
"YIL114C"	0.92	254	17
"YIL113W"	0.89	305	-17
"YIL112W"	0.9	274	12
"YIL111W"	0.8	366	21
"YIL110W"	0.95	244	3
"YIL109C"	0.87	266	25
"YIL107C"	0.7	402	-46
"YIL106W"	0.64	408	-22
"YIL105C"	0.87	280	-13
"YIL104C"	0.89	247	27
"YIL103W"	0.89	245	20
"YIL101C"	0.54	440	0
"YIL099W"	0.67	349	-30
"YIL098C"	0.93	232	22
"YIL097W"	0.93	233	26
"YIL095W"	0.94	303	-1
"YIL094C"	0.9	326	0
"YIL093C"	0.76	238	29
"YIL091C"	0.89	290	15
"YIL090W"	0.89	288	5
"YIL088C"	0.91	242	-2
"YIL087C"	0.89	212	0
"YIL085C"	0.92	255	14
"YIL084C"	0.86	241	17
"YIL083C"	0.92	258	14
"YIL079C"	0.77	239	29
"YIL078W"	0.81	284	3
"YIL076W"	0.77	275	5
"YIL075C"	0.94	317	6
"YIL074C"	0.89	352	-19
"YIL073C"	0.68	295	-6
"YIL072W"	0.71	269	26
"YIL071C"	0.88	240	23
"YIL070C"	0.79	258	-10
"YIL069C"	0.61	356	-50
"YIL068C"	0.83	256	18
"YIL066C"	0.9	297	-5
"YIL065C"	0.86	282	-4
"YIL064W"	0.85	283	18
"YIL063C"	0.75	233	29
"YIL062C"	0.89	290	-8
"YIL061C"	0.89	239	26
"YIL057C"	0.75	214	36
"YIL056W"	0.66	419	-31
"YIL053W"	0.51	119	50
"YIL052C"	0.67	389	-45
"YIL051C"	0.87	291	-27
"YIL050W"	0.79	253	22
"YIL049W"	0.72	256	17
"YIL048W"	0.92	284	6
"YIL047C"	0.92	413	0
"YIL046W"	0.81	257	26
"YIL045W"	0.87	211	48
"YIL044C"	0.83	261	23
"YIL043C"	0.89	215	6
"YIL042C"	0.84	281	13
"YIL041W"	0.84	281	20
"YIL040W"	0.87	227	46
"YIL038C"	0.83	271	17
"YIL037C"	0.85	303	9
"YIL036W"	0.85	302	7
"YIL035C"	0.88	301	3
"YIL034C"	0.87	255	40
"YIL033C"	0.91	313	-12
"YIL031W"	0.89	279	1
"YIL030C"	0.68	402	-32
"YIL027C"	0.91	271	16
"YIL026C"	0.87	262	25
"YIL023C"	0.89	235	42
"YIL022W"	0.91	266	9
"YIL021W"	0.86	313	-6
"YIL020C"	0.87	273	12
"YIL019W"	0.88	274	19
"YIL018W"	0.6	404	-17
"YIL017C"	0.92	254	20
"YIL016W"	0.87	223	31
"YIL015W"	0.95	304	9
"YIL014W"	0.69	397	-38
"YIL013C"	0.65	413	-29
"YIL011W"	0.74	156	50
"YIL010W"	0.91	245	14
"YIL009C-A"	0.85	394	-8
"YIL009W"	0.75	371	-17
"YIL008W"	0.8	243	14
"YIL007C"	0.8	207	50
"YIL006W"	0.87	223	28
"YIL005W"	0.88	242	11
"YIL004C"	0.89	234	30
"YIL003W"	0.87	237	27
"YIL002C"	0.93	270	9
"YIR001C"	0.92	246	23
"YIR002C"	0.83	204	48
"YIR003W"	0.85	250	19
"YIR004W"	0.91	288	13
"YIR005W"	0.91	237	19
"YIR006C"	0.89	247	13
"YIR008C"	0.89	219	36
"YIR009W"	0.91	219	32
"YIR010W"	0.83	268	13
"YIR011C"	0.83	289	8
"YIR012W"	0.83	288	2
"YIR013C"	0.76	236	20
"YIR015W"	0.86	243	10
"YIR017C"	0.73	350	1
"YIR018W"	0.67	415	-34
"YIR021W"	0.85	267	24
"YIR022W"	0.71	222	20
"YIR023W"	0.83	253	24
"YIR024C"	0.88	213	28
"YIR025W"	0.89	211	21
"YIR026C"	0.85	265	24
"YIR027C"	0.89	292	-5
"YIR028W"	0.89	291	-2
"YIR029W"	0.86	204	48
"YIR030C"	0.89	211	38
"YIR031C"	0.84	318	-15
"YIR032C"	0.66	406	-30
"YIR033W"	0.67	399	-31
"YIR034C"	0.9	271	15
"YIR037W"	0.92	277	15
"YIR038C"	0.82	279	26
"YIR039C"	0.89	250	5
"YIR041W"	0.94	291	6
"YJL217W"	0.94	395	0
"YJL216C"	0.73	356	-18
"YJL214W"	0.7	201	46
"YJL213W"	0.92	328	-12
"YJL212C"	0.96	322	0
"YJL210W"	0.95	314	16
"YJL209W"	0.9	278	11
"YJL208C"	0.82	290	11
"YJL207C"	0.89	299	-6
"YJL205C"	0.89	218	31
"YJL204C"	0.91	229	17
"YJL203W"	0.9	230	25
"YJL201W"	0.88	270	14
"YJL200C"	0.65	400	-39
"YJL198W"	0.93	309	-9
"YJL197W"	0.88	278	15
"YJL196C"	0.65	426	-36
"YJL194W"	0.7	287	4
"YJL192C"	0.74	381	-23
"YJL191W"	0.63	400	-18
"YJL190C"	0.68	393	-46
"YJL189W"	0.69	390	-49
"YJL187C"	0.9	332	-19
"YJL186W"	0.83	288	9
"YJL184W"	0.85	214	42
"YJL183W"	0.83	263	14
"YJL180C"	0.85	238	34
"YJL179W"	0.85	238	28
"YJL178C"	0.68	410	-35
"YJL177W"	0.65	29	-22
"YJL176C"	0.85	247	20
"YJL174W"	0.86	235	24
"YJL173C"	0.88	251	21
"YJL172W"	0.95	263	20
"YJL171C"	0.91	343	0
"YJL170C"	0.88	240	29
"YJL168C"	0.89	241	44
"YJL167W"	0.88	259	18
"YJL166W"	0.89	379	-6
"YJL165C"	0.91	255	37
"YJL164C"	0.88	319	8
"YJL162C"	0.68	213	50
"YJL159W"	0.67	387	-44
"YJL158C"	0.66	394	-23
"YJL157C"	0.93	374	0
"YJL156C"	0.87	277	5
"YJL155C"	0.94	280	19
"YJL154C"	0.93	310	0
"YJL153C"	0.7	401	-16
"YJL151C"	0.9	314	-31
"YJL149W"	0.86	267	7
"YJL148W"	0.9	334	-13
"YJL146W"	0.85	246	34
"YJL145W"	0.81	275	21
"YJL143W"	0.77	285	9
"YJL141C"	0.74	367	-50
"YJL140W"	0.66	416	-25
"YJL139C"	0.76	220	30
"YJL138C"	0.81	338	-20
"YJL137C"	0.77	224	48
"YJL136C"	0.59	424	-29
"YJL134W"	0.89	277	0
"YJL133W"	0.65	381	-15
"YJL131C"	0.86	270	18
"YJL130C"	0.44	365	0
"YJL129C"	0.85	304	-7
"YJL128C"	0.9	281	21
"YJL127C"	0.9	249	5
"YJL126W"	0.89	255	36
"YJL125C"	0.92	253	21
"YJL124C"	0.92	276	8
"YJL123C"	0.93	324	-3
"YJL122W"	0.93	325	-6
"YJL121C"	0.89	212	29
"YJL118W"	0.77	261	16
"YJL117W"	0.88	263	13
"YJL116C"	0.67	410	-29
"YJL115W"	0.93	282	17
"YJL112W"	0.76	249	42
"YJL111W"	0.91	330	-9
"YJL110C"	0.84	356	-20
"YJL109C"	0.86	278	4
"YJL106W"	0.91	310	11
"YJL104W"	0.9	281	0
"YJL102W"	0.93	281	9
"YJL101C"	0.72	353	-49
"YJL100W"	0.8	254	11
"YJL099W"	0.93	265	9
"YJL098W"	0.92	322	-17
"YJL097W"	0.91	254	23
"YJL096W"	0.9	255	12
"YJL095W"	0.83	248	13
"YJL094C"	0.96	275	-4
"YJL093C"	0.91	243	8
"YJL092W"	0.89	276	13
"YJL091C"	0.91	287	23
"YJL090C"	0.86	270	16
"YJL089W"	0.85	285	23
"YJL088W"	0.65	391	-31
"YJL087C"	0.91	259	14
"YJL085W"	0.91	257	7
"YJL084C"	0.81	269	14
"YJL083W"	0.88	299	1
"YJL082W"	0.75	337	11
"YJL081C"	0.95	240	-9
"YJL080C"	0.75	332	-9
"YJL079C"	0.82	318	-10
"YJL076W"	0.79	371	-22
"YJL074C"	0.91	276	8
"YJL073W"	0.9	277	24
"YJL072C"	0.91	247	25
"YJL071W"	0.91	246	21
"YJL069C"	0.87	279	8
"YJL068C"	0.88	238	18
"YJL066C"	0.85	227	46
"YJL065C"	0.89	251	14
"YJL063C"	0.93	295	-2
"YJL062W-A"	0.92	295	12
"YJL062W"	0.81	230	41
"YJL061W"	0.9	279	2
"YJL060W"	0.9	288	5
"YJL059W"	0.91	271	8
"YJL058C"	0.84	233	28
"YJL057C"	0.93	249	32
"YJL056C"	0.89	275	30
"YJL054W"	0.79	255	23
"YJL053W"	0.81	270	0
"YJL052W"	0.82	383	0
"YJL051W"	0.89	309	2
"YJL050W"	0.87	285	11
"YJL048C"	0.8	328	-28
"YJL047C"	0.93	265	21
"YJL046W"	0.93	263	-8
"YJL045W"	0.87	279	17
"YJL044C"	0.9	285	0
"YJL042W"	0.85	313	-34
"YJL041W"	0.86	286	4
"YJL039C"	0.85	254	22
"YJL038C"	0.81	247	24
"YJL037W"	0.75	194	48
"YJL036W"	0.83	271	26
"YJL035C"	0.91	345	-8
"YJL034W"	0.92	349	-1
"YJL033W"	0.85	308	-2
"YJL031C"	0.89	236	28
"YJL030W"	0.89	236	29
"YJL029C"	0.69	393	-21
"YJL028W"	0.69	367	-20
"YJL026W"	0.82	191	30
"YJL025W"	0.85	310	6
"YJL024C"	0.9	374	-8
"YJL023C"	0.88	250	31
"YJL020C"	0.72	384	-32
"YJL019W"	0.71	393	-33
"YJL014W"	0.91	294	7
"YJL013C"	0.9	282	9
"YJL012C"	0.91	291	15
"YJL011C"	0.74	205	38
"YJL010C"	0.9	264	14
"YJL008C"	0.92	304	-5
"YJL006C"	0.82	245	30
"YJL005W"	0.91	280	-12
"YJL004C"	0.85	269	24
"YJL003W"	0.82	202	46
"YJL002C"	0.94	274	24
"YJL001W"	0.89	255	12
"YJR001W"	0.87	258	19
"YJR002W"	0.85	325	-16
"YJR004C"	0.92	285	9
"YJR005W"	0.92	284	0
"YJR006W"	0.86	294	-2
"YJR007W"	0.92	313	-13
"YJR009C"	0.78	226	50
"YJR010W"	0.78	390	5
"YJR010C-A"	0.87	237	17
"YJR013W"	0.87	216	50
"YJR014W"	0.84	282	4
"YJR016C"	0.85	344	-4
"YJR017C"	0.8	276	16
"YJR019C"	0.85	242	23
"YJR021C"	0.85	236	31
"YJR022W"	0.86	235	19
"YJR024C"	0.84	211	46
"YJR025C"	0.8	243	19
"YJR031C"	0.88	272	24
"YJR032W"	0.88	271	24
"YJR033C"	0.86	237	19
"YJR034W"	0.9	231	0
"YJR035W"	0.89	195	17
"YJR036C"	0.9	247	13
"YJR040W"	0.89	242	2
"YJR041C"	0.9	271	20
"YJR042W"	0.9	272	20
"YJR043C"	0.75	245	22
"YJR044C"	0.92	268	8
"YJR045C"	0.89	355	-16
"YJR046W"	0.91	360	-9
"YJR047C"	0.63	273	24
"YJR048W"	0.7	372	-10
"YJR049C"	0.96	269	13
"YJR050W"	0.95	271	24
"YJR051W"	0.91	256	19
"YJR052W"	0.78	213	50
"YJR053W"	0.84	262	0
"YJR055W"	0.65	414	-34
"YJR057W"	0.9	255	24
"YJR058C"	0.83	210	43
"YJR059W"	0.92	333	-12
"YJR060W"	0.92	328	-12
"YJR062C"	0.69	411	-21
"YJR063W"	0.7	404	-30
"YJR064W"	0.74	279	11
"YJR065C"	0.91	323	2
"YJR066W"	0.91	323	-4
"YJR067C"	0.83	249	22
"YJR068W"	0.84	249	23
"YJR069C"	0.87	216	31
"YJR070C"	0.89	280	20
"YJR072C"	0.89	249	19
"YJR073C"	0.82	200	42
"YJR075W"	0.83	250	14
"YJR076C"	0.85	273	2
"YJR077C"	0.79	277	15
"YJR078W"	0.86	288	19
"YJR080C"	0.9	235	17
"YJR082C"	0.9	248	30
"YJR083C"	0.86	237	39
"YJR084W"	0.87	231	13
"YJR086W"	0.73	262	7
"YJR088C"	0.82	262	13
"YJR089W"	0.81	264	20
"YJR090C"	0.9	284	10
"YJR091C"	0.74	333	-50
"YJR092W"	0.84	361	-21
"YJR093C"	0.81	284	10
"YJR095W"	0.74	366	-34
"YJR096W"	0.88	235	3
"YJR097W"	0.86	298	0
"YJR099W"	0.91	283	10
"YJR100C"	0.73	250	6
"YJR101W"	0.65	272	19
"YJR102C"	0.9	209	30
"YJR103W"	0.94	263	12
"YJR104C"	0.76	339	-50
"YJR105W"	0.67	406	-20
"YJR106W"	0.88	250	19
"YJR108W"	0.95	276	5
"YJR109C"	0.67	208	26
"YJR110W"	0.71	389	-33
"YJR112W"	0.92	279	6
"YJR113C"	0.73	395	-5
"YJR117W"	0.94	312	-11
"YJR118C"	0.87	273	13
"YJR119C"	0.77	368	-26
"YJR120W"	0.79	365	-29
"YJR121W"	0.63	406	-23
"YJR122W"	0.94	246	19
"YJR123W"	0.66	403	-38
"YJR125C"	0.85	270	17
"YJR126C"	0.93	280	15
"YJR130C"	0.9	243	23
"YJR131W"	0.92	249	30
"YJR132W"	0.94	259	14
"YJR133W"	0.88	243	18
"YJR134C"	0.9	248	50
"YJR135C"	0.78	232	27
"YJR135W-A"	0.78	235	41
"YJR136C"	0.84	250	19
"YJR137C"	0.89	303	28
"YJR138W"	0.85	266	15
