""	"corr"	"length"	"shift"
"YMR146C"	0.7	429	0
"YMR148W"	0.74	244	50
"YMR149W"	0.87	311	39
"YMR150C"	0.58	453	0
"YMR152W"	0.84	417	0
"YMR153W"	0.8	276	50
"YMR154C"	0.5	1	9
"YMR156C"	0.53	417	-8
"YMR157C"	0.68	1	-30
"YMR158W"	0.73	1	-42
"YMR159C"	0.69	246	50
"YMR161W"	0.87	256	50
"YMR162C"	0.84	280	50
"YMR163C"	0.97	413	0
"YMR164C"	0.88	247	50
"YMR165C"	0.78	276	50
"YMR167W"	0.81	1	-46
"YMR168C"	0.81	277	50
"YMR169C"	0.87	244	50
"YMR170C"	0.62	489	0
"YMR171C"	0.78	472	0
"YMR172W"	0.98	500	0
"YMR173W"	0.91	369	9
"YMR176W"	0.48	64	-28
"YMR177W"	0.76	244	50
"YMR179W"	0.86	275	49
"YMR180C"	0.71	1	-50
"YMR182C"	0.79	318	0
"YMR183C"	0.86	346	25
"YMR184W"	0.89	347	19
"YMR186W"	0.72	387	32
"YMR188C"	0.77	344	48
"YMR189W"	0.81	327	29
"YMR190C"	0.75	270	50
"YMR191W"	0.75	273	50
"YMR192W"	0.83	247	50
"YMR193W"	0.87	244	48
"YMR194W"	0.81	310	40
"YMR194C-B"	0.87	333	-18
"YMR195W"	0.66	255	25
"YMR197C"	0.82	300	44
"YMR198W"	0.77	285	50
"YMR199W"	0.87	270	32
"YMR200W"	0.83	292	32
"YMR201C"	0.44	500	-12
"YMR202W"	0.75	261	50
"YMR203W"	0.87	295	39
"YMR204C"	0.73	243	50
"YMR207C"	0.8	1	-45
"YMR208W"	0.87	1	-25
"YMR210W"	0.83	261	50
"YMR211W"	0.83	262	50
"YMR212C"	0.73	250	50
"YMR213W"	0.77	251	50
"YMR214W"	0.73	1	-50
"YMR215W"	0.76	275	50
"YMR216C"	0.86	304	37
"YMR217W"	0.85	1	-45
"YMR218C"	0.83	256	50
"YMR219W"	0.84	1	-39
"YMR220W"	0.75	261	50
"YMR222C"	0.78	237	50
"YMR223W"	0.81	246	50
"YMR224C"	0.64	1	-39
"YMR225C"	0.74	256	50
"YMR226C"	0.74	237	50
"YMR227C"	0.74	1	-46
"YMR228W"	0.67	249	50
"YMR229C"	0.83	272	50
"YMR230W"	0.93	397	1
"YMR231W"	0.83	257	50
"YMR232W"	0.8	1	-50
"YMR233W"	0.68	238	50
"YMR234W"	0.8	241	50
"YMR235C"	0.83	284	48
"YMR236W"	0.73	1	-50
"YMR237W"	0.65	261	50
"YMR238W"	0.84	289	45
"YMR239C"	0.75	251	50
"YMR240C"	0.78	461	0
"YMR241W"	0.81	486	0
"YMR242C"	0.57	409	-3
"YMR243C"	0.86	357	20
"YMR246W"	0.63	500	0
"YMR247C"	0.55	1	-27
"YMR250W"	0.61	218	50
"YMR251W"	0.9	237	50
"YMR251W-A"	0.35	1	24
"YMR255W"	0.83	257	50
"YMR256C"	0.88	322	24
"YMR257C"	0.84	267	50
"YMR260C"	0.77	278	50
"YMR261C"	0.86	291	32
"YMR263W"	0.8	251	50
"YMR264W"	0.69	262	50
"YMR266W"	0.59	207	50
"YMR267W"	0.87	259	50
"YMR268C"	0.67	1	-35
"YMR269W"	0.74	1	-50
"YMR270C"	0.72	224	50
"YMR271C"	0.97	423	0
"YMR272C"	0.74	401	11
"YMR273C"	0.84	273	49
"YMR274C"	0.87	1	-41
"YMR275C"	0.76	1	-50
"YMR276W"	0.81	249	50
"YMR277W"	0.83	244	50
"YMR278W"	0.79	269	50
"YMR280C"	0.91	333	15
"YMR281W"	0.88	281	47
"YMR282C"	0.78	1	-50
"YMR283C"	0.49	1	6
"YMR284W"	0.92	347	14
"YMR285C"	0.8	277	50
"YMR286W"	0.8	273	50
"YMR287C"	0.61	1	-43
"YMR288W"	0.64	231	50
"YMR289W"	0.63	1	-37
"YMR290C"	0.76	410	0
"YMR292W"	0.85	266	50
"YMR293C"	0.66	1	-31
"YMR294W"	0.73	223	50
"YMR295C"	0.93	327	19
"YMR296C"	0.52	448	0
"YMR297W"	0.72	500	0
"YMR298W"	0.87	262	50
"YMR299C"	0.74	233	50
"YMR300C"	0.68	1	-28
"YMR301C"	0.67	250	50
"YMR302C"	0.97	445	0
"YMR303C"	0.9	352	13
"YMR304W"	0.83	339	28
"YMR305C"	1	434	0
"YMR306W"	0.94	1	-25
"YMR307W"	0.52	395	-8
"YMR308C"	0.76	266	50
"YMR309C"	0.83	299	40
"YMR311C"	0.76	1	-45
"YMR312W"	0.66	424	0
"YMR313C"	0.97	462	0
"YMR314W"	0.97	460	0
"YMR315W"	0.83	333	25
"YMR316W"	0.73	298	50
"YMR318C"	0.89	290	38
"YMR319C"	0.73	281	50
"YNL336W"	0.61	166	-4
"YNL334C"	0.7	1	-26
"YNL333W"	0.62	1	22
"YNL332W"	0.8	1	-48
"YNL331C"	0.67	397	0
"YNL330C"	0.81	283	49
"YNL329C"	0.84	265	50
"YNL328C"	0.86	387	0
"YNL327W"	0.88	274	50
"YNL326C"	0.78	1	-23
"YNL325C"	0.71	223	50
"YNL323W"	0.65	233	50
"YNL322C"	0.82	289	48
"YNL321W"	0.8	1	-31
"YNL318C"	0.68	252	50
"YNL317W"	0.7	1	-50
"YNL316C"	0.51	453	0
"YNL315C"	0.74	246	50
"YNL314W"	0.71	1	-50
"YNL312W"	0.79	296	45
"YNL311C"	0.75	272	44
"YNL310C"	0.73	1	-42
"YNL309W"	0.68	239	50
"YNL308C"	0.85	285	48
"YNL307C"	0.85	1	-35
"YNL306W"	0.82	1	-46
"YNL304W"	0.79	1	-50
"YNL302C"	0.67	432	0
"YNL301C"	0.74	346	50
"YNL299W"	0.71	273	50
"YNL298W"	0.87	326	28
"YNL297C"	0.74	262	50
"YNL294C"	0.77	234	50
"YNL293W"	0.63	1	-30
"YNL292W"	0.73	1	-42
"YNL291C"	0.72	1	-50
"YNL290W"	0.72	247	50
"YNL289W"	0.82	422	0
"YNL288W"	0.78	452	0
"YNL287W"	0.86	328	29
"YNL286W"	0.67	429	0
"YNL284C"	0.8	275	50
"YNL283C"	0.77	210	50
"YNL282W"	0.65	251	50
"YNL281W"	0.89	297	34
"YNL280C"	0.93	353	4
"YNL279W"	0.85	333	29
"YNL278W"	0.83	299	49
"YNL277W"	0.85	268	50
"YNL275W"	0.64	489	0
"YNL274C"	0.73	461	0
"YNL273W"	0.82	251	50
"YNL272C"	0.75	271	50
"YNL271C"	0.8	309	38
"YNL270C"	0.93	440	0
"YNL268W"	0.95	376	0
"YNL267W"	0.87	297	37
"YNL265C"	0.82	1	-50
"YNL264C"	0.85	274	50
"YNL263C"	0.8	281	50
"YNL262W"	0.78	271	50
"YNL261W"	0.85	272	47
"YNL259C"	0.82	1	-50
"YNL258C"	0.73	1	-50
"YNL257C"	0.85	260	50
"YNL256W"	0.83	264	50
"YNL255C"	0.8	258	50
"YNL254C"	0.8	443	0
"YNL253W"	0.66	487	0
"YNL252C"	0.74	256	50
"YNL251C"	0.75	435	0
"YNL250W"	0.4	475	0
"YNL249C"	0.61	1	-7
"YNL248C"	0.77	264	50
"YNL247W"	0.81	282	50
"YNL246W"	0.72	303	50
"YNL245C"	0.84	272	50
"YNL244C"	0.89	293	30
"YNL243W"	0.65	264	50
"YNL242W"	0.78	271	50
"YNL241C"	0.81	372	-18
"YNL240C"	0.72	1	-44
"YNL239W"	0.8	263	47
"YNL238W"	0.8	242	50
"YNL237W"	0.66	249	50
"YNL236W"	0.74	246	50
"YNL233W"	0.85	243	50
"YNL232W"	0.84	294	44
"YNL231C"	0.41	161	50
"YNL230C"	0.67	263	50
"YNL229C"	0.82	289	36
"YNL227C"	0.65	1	-43
"YNL225C"	0.78	257	50
"YNL224C"	0.76	250	50
"YNL223W"	0.83	263	50
"YNL222W"	0.76	264	50
"YNL221C"	0.72	406	0
"YNL220W"	0.34	1	-16
"YNL219C"	0.76	1	-50
"YNL218W"	0.74	1	-37
"YNL216W"	0.9	339	21
"YNL215W"	0.92	254	42
"YNL214W"	0.69	498	0
"YNL213C"	0.75	261	50
"YNL212W"	0.76	258	50
"YNL210W"	0.74	254	50
"YNL209W"	0.91	366	-6
"YNL208W"	0.91	352	12
"YNL207W"	0.75	267	50
"YNL206C"	0.74	299	40
"YNL204C"	0.77	260	50
"YNL202W"	0.75	254	50
"YNL201C"	0.81	267	47
"YNL199C"	0.79	336	50
"YNL197C"	0.85	338	26
"YNL194C"	0.75	255	50
"YNL192W"	0.98	480	0
"YNL191W"	0.79	267	50
"YNL189W"	0.82	266	50
"YNL188W"	0.84	251	50
"YNL186W"	0.79	372	26
"YNL185C"	0.82	305	38
"YNL183C"	0.8	313	35
"YNL182C"	0.71	1	-50
"YNL180C"	0.93	257	38
"YNL178W"	0.98	409	0
"YNL177C"	0.73	246	50
"YNL175C"	0.79	307	43
"YNL173C"	0.71	413	-8
"YNL172W"	0.75	474	0
"YNL169C"	0.84	283	41
"YNL167C"	0.76	260	50
"YNL166C"	0.73	249	50
"YNL164C"	0.8	267	50
"YNL163C"	0.69	252	50
"YNL162W"	0.58	409	-18
"YNL161W"	0.9	326	23
"YNL160W"	0.84	491	0
"YNL159C"	0.76	257	50
"YNL158W"	0.82	271	50
"YNL157W"	0.92	294	27
"YNL156C"	0.86	321	32
"YNL154C"	0.75	244	50
"YNL153C"	0.75	258	50
"YNL152W"	0.67	247	50
"YNL151C"	0.77	258	50
"YNL149C"	0.68	284	40
"YNL148C"	0.74	267	50
"YNL147W"	0.73	275	50
"YNL145W"	0.83	354	0
"YNL142W"	0.77	401	0
"YNL141W"	0.9	341	21
"YNL139C"	0.79	258	50
"YNL138W-A"	0.73	239	50
"YNL138W"	0.72	252	50
"YNL137C"	0.74	277	50
"YNL136W"	0.77	278	50
"YNL135C"	0.75	321	49
"YNL133C"	0.79	316	34
"YNL132W"	0.67	258	50
"YNL131W"	0.77	279	50
"YNL130C"	0.81	285	47
"YNL129W"	0.78	272	50
"YNL128W"	0.7	406	4
"YNL127W"	0.78	489	0
"YNL126W"	0.81	267	50
"YNL125C"	0.83	294	45
"YNL124W"	0.83	276	50
"YNL123W"	0.82	286	50
"YNL121C"	0.87	1	-37
"YNL119W"	0.79	1	-50
"YNL118C"	0.66	410	0
"YNL117W"	0.64	471	0
"YNL116W"	0.75	286	50
"YNL113W"	0.85	281	48
"YNL112W"	0.92	406	0
"YNL111C"	0.77	376	30
"YNL110C"	0.86	311	36
"YNL107W"	0.81	265	50
"YNL106C"	0.76	280	46
"YNL104C"	0.72	345	10
"YNL103W"	0.58	428	0
"YNL102W"	0.82	246	50
"YNL101W"	0.87	294	39
"YNL100W"	0.88	263	38
"YNL099C"	0.83	276	50
"YNL098C"	0.81	118	-11
"YNL097C"	0.89	281	32
"YNL096C"	0.58	435	0
"YNL094W"	0.75	290	42
"YNL093W"	0.9	248	50
"YNL091W"	0.72	284	41
"YNL090W"	0.83	328	28
"YNL088W"	0.83	283	40
"YNL087W"	0.85	312	36
"YNL085W"	0.9	257	45
"YNL084C"	0.72	252	50
"YNL083W"	0.77	265	50
"YNL082W"	0.74	1	-50
"YNL081C"	0.81	269	49
"YNL080C"	0.74	276	50
"YNL079C"	0.62	224	50
"YNL078W"	0.6	425	0
"YNL077W"	0.87	271	18
"YNL076W"	0.78	261	50
"YNL075W"	0.85	287	46
"YNL074C"	0.86	289	34
"YNL073W"	0.83	289	50
"YNL072W"	0.78	250	50
"YNL071W"	0.82	262	50
"YNL070W"	0.86	302	43
"YNL069C"	0.62	500	0
"YNL068C"	0.84	336	28
"YNL067W"	0.98	343	3
"YNL065W"	0.63	470	0
"YNL064C"	0.7	304	50
"YNL063W"	0.84	306	24
"YNL062C"	0.76	308	44
"YNL061W"	0.72	316	50
"YNL059C"	0.72	1	-50
"YNL056W"	0.58	238	50
"YNL055C"	0.86	220	48
"YNL054W"	0.78	277	50
"YNL053W"	0.83	341	30
"YNL052W"	0.84	279	45
"YNL051W"	0.7	1	-28
"YNL049C"	0.79	1	-50
"YNL048W"	0.77	253	50
"YNL047C"	0.7	497	0
"YNL045W"	0.62	1	-37
"YNL044W"	0.84	284	47
"YNL042W"	0.73	253	50
"YNL041C"	0.77	255	50
"YNL039W"	0.77	241	50
"YNL038W"	0.79	263	50
"YNL037C"	0.72	282	27
"YNL036W"	0.61	251	50
"YNL032W"	0.73	264	50
"YNL029C"	0.68	302	41
"YNL027W"	0.74	216	50
"YNL026W"	0.77	260	50
"YNL025C"	0.83	271	35
"YNL024C-A"	0.75	269	50
"YNL023C"	0.84	266	50
"YNL021W"	0.89	295	17
"YNL020C"	0.66	230	50
"YNL016W"	0.87	337	24
"YNL015W"	0.79	433	0
"YNL014W"	0.77	251	50
"YNL012W"	0.81	1	-43
"YNL009W"	0.79	229	50
"YNL008C"	0.78	303	28
"YNL007C"	0.76	434	0
"YNL006W"	0.86	489	0
"YNL005C"	0.85	1	-43
"YNL004W"	0.87	1	-49
"YNL003C"	0.82	1	-50
"YNL002C"	0.86	304	32
"YNL001W"	0.78	302	50
"YNR001C"	0.75	346	20
"YNR002C"	0.82	273	50
"YNR003C"	0.83	240	50
"YNR006W"	0.8	273	48
"YNR007C"	0.61	1	-41
"YNR008W"	0.86	231	50
"YNR009W"	0.84	320	16
"YNR010W"	0.8	265	50
"YNR011C"	0.77	1	-7
"YNR012W"	0.8	1	-48
"YNR013C"	0.68	389	0
"YNR015W"	0.81	255	50
"YNR016C"	0.77	292	36
"YNR017W"	0.72	364	-29
"YNR018W"	0.9	452	0
"YNR019W"	0.93	339	10
"YNR020C"	0.8	302	40
"YNR022C"	0.72	249	50
"YNR023W"	0.78	254	50
"YNR024W"	0.75	1	-50
"YNR026C"	0.71	228	50
"YNR027W"	0.75	245	50
"YNR028W"	0.89	377	1
"YNR030W"	0.72	299	48
"YNR031C"	0.77	271	50
"YNR032W"	0.78	270	50
"YNR032C-A"	0.85	213	50
"YNR033W"	0.55	471	0
"YNR034W"	0.74	301	47
"YNR035C"	0.73	263	50
"YNR036C"	0.75	446	0
"YNR037C"	0.81	299	42
"YNR038W"	0.79	281	50
"YNR039C"	0.75	272	50
"YNR041C"	0.75	260	50
"YNR043W"	0.71	244	50
"YNR044W"	0.56	500	0
"YNR045W"	0.78	1	-50
"YNR046W"	0.76	1	-50
"YNR047W"	0.79	254	50
"YNR048W"	0.72	238	50
"YNR049C"	0.65	1	-34
"YNR050C"	0.73	243	50
"YNR051C"	0.81	1	-50
"YNR052C"	0.77	272	50
"YNR053C"	0.79	280	50
"YNR054C"	0.63	227	50
"YNR055C"	0.77	253	50
"YNR057C"	0.79	1	-50
"YNR058W"	0.65	177	-50
"YNR059W"	0.75	264	50
"YNR060W"	0.71	1	8
"YNR064C"	0.86	261	36
"YNR067C"	0.86	355	12
"YNR069C"	0.78	269	44
"YNR075W"	0.83	353	21
"YNR076W"	0.61	340	50
"YOL161C"	0.81	262	50
"YOL159C"	0.59	1	16
"YOL158C"	0.52	500	0
"YOL157C"	0.77	261	50
"YOL155C"	0.81	301	49
"YOL154W"	0.8	1	-46
"YOL152W"	0.83	308	48
"YOL151W"	0.8	307	36
"YOL149W"	0.81	248	50
"YOL148C"	0.71	1	-49
"YOL147C"	0.83	262	50
"YOL146W"	0.76	255	50
"YOL145C"	0.79	274	50
"YOL144W"	0.81	278	48
"YOL143C"	0.65	237	50
"YOL142W"	0.6	241	50
"YOL141W"	0.61	500	0
"YOL140W"	0.79	432	0
"YOL139C"	0.82	304	39
"YOL138C"	0.81	1	-50
"YOL137W"	0.79	252	50
"YOL136C"	0.55	410	-30
"YOL135C"	0.84	267	50
"YOL133W"	0.76	264	50
"YOL132W"	0.49	1	-14
"YOL130W"	0.87	273	50
"YOL129W"	0.88	300	26
"YOL128C"	0.64	414	0
"YOL127W"	0.61	419	-13
"YOL126C"	0.69	421	0
"YOL125W"	0.64	455	0
"YOL124C"	0.76	262	50
"YOL123W"	0.69	335	50
"YOL122C"	0.72	222	50
"YOL121C"	0.91	415	0
"YOL120C"	0.93	500	0
"YOL119C"	0.9	279	40
"YOL117W"	0.63	466	0
"YOL116W"	0.79	263	50
"YOL115W"	0.8	1	-50
"YOL113W"	0.96	366	0
"YOL112W"	0.82	233	50
"YOL111C"	0.69	270	50
"YOL110W"	0.83	282	38
"YOL109W"	0.43	365	-50
"YOL108C"	0.82	271	50
"YOL105C"	0.9	347	20
"YOL104C"	0.88	1	-33
"YOL103W"	0.8	1	-50
"YOL102C"	0.85	264	50
"YOL101C"	0.74	1	-50
"YOL100W"	0.92	279	-1
"YOL097C"	0.76	1	-50
"YOL096C"	0.63	1	-27
"YOL095C"	0.63	500	0
"YOL094C"	0.83	250	50
"YOL093W"	0.74	252	50
"YOL091W"	0.81	246	50
"YOL090W"	0.81	1	-50
"YOL089C"	0.65	257	50
"YOL088C"	0.84	238	50
"YOL086C"	0.5	1	15
"YOL084W"	0.82	326	28
"YOL083W"	0.51	1	-29
"YOL082W"	0.53	290	27
"YOL081W"	0.87	1	-50
"YOL080C"	0.77	258	50
"YOL078W"	0.82	262	50
"YOL077W-A"	0.78	302	50
"YOL077C"	0.79	298	42
"YOL076W"	0.78	310	47
"YOL072W"	0.56	212	50
"YOL071W"	0.65	1	-34
"YOL070C"	0.77	243	50
"YOL069W"	0.7	242	50
"YOL068C"	0.76	255	50
"YOL067C"	0.79	1	-50
"YOL066C"	0.81	1	-48
"YOL065C"	0.59	1	-13
"YOL064C"	0.79	242	50
"YOL063C"	0.72	491	0
"YOL062C"	0.76	261	50
"YOL061W"	0.74	259	50
"YOL060C"	0.74	382	0
"YOL059W"	0.76	240	-33
"YOL058W"	0.93	447	0
"YOL057W"	0.79	259	50
"YOL056W"	0.63	232	50
"YOL055C"	0.79	338	31
"YOL054W"	0.88	429	0
"YOL053W"	0.82	244	50
"YOL052C-A"	0.74	486	0
"YOL052C"	0.83	271	43
"YOL051W"	0.84	323	34
"YOL049W"	0.78	1	-50
"YOL045W"	0.69	177	50
"YOL044W"	0.75	266	50
"YOL043C"	0.58	187	50
"YOL042W"	0.7	435	0
"YOL041C"	0.83	278	50
"YOL040C"	0.6	400	-9
"YOL039W"	0.61	300	-15
"YOL038W"	0.76	1	-50
"YOL034W"	0.69	1	-50
"YOL033W"	0.62	499	0
"YOL032W"	0.89	249	41
"YOL031C"	0.74	344	21
"YOL030W"	0.75	286	50
"YOL028C"	0.82	305	37
"YOL027C"	0.89	270	48
"YOL026C"	0.76	1	-24
"YOL025W"	0.88	380	7
"YOL023W"	0.77	1	-40
"YOL022C"	0.54	1	-18
"YOL021C"	0.66	461	0
"YOL020W"	0.57	378	0
"YOL018C"	0.86	378	12
"YOL017W"	0.85	372	16
"YOL016C"	0.74	293	50
"YOL013C"	0.72	287	50
"YOL012C"	0.72	268	50
"YOL010W"	0.7	296	50
"YOL009C"	0.48	447	0
"YOL008W"	0.52	495	0
"YOL007C"	0.88	310	35
"YOL006C"	0.81	339	28
"YOL005C"	0.82	1	-50
"YOL004W"	0.81	334	39
"YOL003C"	0.78	1	-50
"YOL002C"	0.83	1	-8
"YOL001W"	0.84	263	50
"YOR001W"	0.57	500	0
"YOR002W"	0.81	281	47
"YOR003W"	0.73	301	50
"YOR004W"	0.75	1	-50
"YOR005C"	0.79	270	50
"YOR006C"	0.84	278	50
"YOR007C"	0.68	224	50
"YOR008C"	0.81	317	35
"YOR009W"	0.78	309	39
"YOR010C"	0.81	500	0
"YOR011W"	0.83	278	45
"YOR014W"	0.78	276	50
"YOR016C"	0.81	270	50
"YOR017W"	0.87	282	45
"YOR018W"	0.86	274	50
"YOR019W"	0.8	260	50
"YOR020C"	0.83	286	50
"YOR023C"	0.69	407	-16
"YOR025W"	0.98	492	0
"YOR026W"	0.87	259	48
"YOR027W"	0.8	345	29
"YOR028C"	0.67	404	0
"YOR030W"	0.86	1	-30
"YOR031W"	0.69	371	22
"YOR032C"	0.5	422	-31
"YOR033C"	0.72	263	50
"YOR034C"	0.89	316	25
"YOR035C"	0.82	299	48
"YOR036W"	0.85	301	36
"YOR037W"	0.7	1	-18
"YOR038C"	0.79	264	50
"YOR039W"	0.85	273	49
"YOR040W"	0.75	250	50
"YOR042W"	0.84	280	50
"YOR043W"	0.8	276	50
"YOR044W"	0.88	315	37
"YOR045W"	0.73	295	50
"YOR046C"	0.77	270	50
"YOR047C"	0.88	392	0
"YOR048C"	0.87	278	49
"YOR049C"	0.69	393	1
"YOR051C"	0.77	451	0
"YOR052C"	0.86	327	32
"YOR054C"	0.77	347	42
"YOR056C"	0.84	1	-35
"YOR057W"	0.8	1	-47
"YOR058C"	0.75	254	50
"YOR061W"	0.84	278	50
"YOR063W"	0.97	387	0
"YOR064C"	0.96	429	0
"YOR065W"	0.98	432	0
"YOR066W"	0.87	303	22
"YOR067C"	0.82	1	-50
"YOR069W"	0.82	248	50
"YOR070C"	0.73	1	-50
"YOR073W"	0.67	463	0
"YOR074C"	0.62	500	0
"YOR075W"	0.81	462	0
"YOR076C"	0.78	291	50
"YOR077W"	0.78	291	47
"YOR078W"	0.69	240	50
"YOR079C"	0.56	1	-21
"YOR080W"	0.66	465	0
"YOR081C"	0.85	351	15
"YOR083W"	0.85	350	17
"YOR084W"	0.73	434	0
"YOR085W"	0.83	304	37
"YOR086C"	0.85	295	50
"YOR087W"	0.9	500	0
"YOR089C"	0.82	310	33
"YOR090C"	0.76	223	50
"YOR091W"	0.81	1	-50
"YOR092W"	0.62	174	-18
"YOR094W"	0.84	266	50
"YOR095C"	0.76	288	50
"YOR096W"	0.55	433	-16
"YOR098C"	0.66	500	0
"YOR099W"	0.74	409	0
"YOR100C"	0.84	1	-33
"YOR101W"	0.59	374	-39
"YOR103C"	0.77	495	0
"YOR104W"	0.72	1	6
"YOR106W"	0.77	255	50
"YOR107W"	0.63	489	0
"YOR108W"	0.75	368	31
"YOR109W"	0.74	259	50
"YOR110W"	0.78	258	50
"YOR112W"	0.57	261	50
"YOR113W"	0.73	250	50
"YOR115C"	0.81	264	50
"YOR116C"	0.75	479	0
"YOR117W"	0.67	251	50
"YOR118W"	0.85	251	50
"YOR119C"	0.7	257	50
"YOR120W"	0.78	1	-50
"YOR122C"	0.84	315	45
"YOR123C"	0.78	276	50
"YOR124C"	0.82	1	-43
"YOR125C"	0.72	1	-27
"YOR126C"	0.82	1	-50
"YOR127W"	0.68	272	46
"YOR128C"	0.83	253	50
"YOR129C"	0.78	243	50
"YOR130C"	0.85	270	50
"YOR132W"	0.74	263	50
"YOR133W"	0.85	294	48
"YOR134W"	0.8	1	-45
"YOR136W"	0.86	374	15
"YOR137C"	0.87	348	16
"YOR138C"	0.85	363	20
"YOR140W"	0.9	363	10
"YOR141C"	0.84	306	39
"YOR142W"	0.81	312	42
"YOR143C"	0.76	268	50
"YOR144C"	0.74	266	50
"YOR145C"	0.68	449	0
"YOR147W"	0.65	447	0
"YOR148C"	0.83	269	50
"YOR149C"	0.59	435	0
"YOR150W"	0.67	494	0
"YOR151C"	0.77	325	49
"YOR153W"	0.61	421	0
"YOR155C"	0.78	1	-50
"YOR156C"	0.6	1	-21
"YOR157C"	0.97	451	0
"YOR158W"	0.96	447	0
"YOR159C"	0.76	1	-48
"YOR160W"	0.71	244	50
"YOR161C"	0.61	398	0
"YOR162C"	0.84	271	49
"YOR163W"	0.7	338	22
"YOR164C"	0.78	245	50
"YOR165W"	0.75	239	50
"YOR166C"	0.56	1	18
"YOR167C"	0.74	346	50
"YOR168W"	0.7	321	25
"YOR171C"	0.8	290	46
"YOR172W"	0.75	291	50
"YOR173W"	0.77	1	-50
"YOR174W"	0.53	1	-23
"YOR175C"	0.74	1	-44
"YOR176W"	0.82	471	0
"YOR177C"	0.64	500	0
"YOR178C"	0.46	239	50
"YOR179C"	0.82	287	49
"YOR180C"	0.74	241	50
"YOR181W"	0.78	283	49
"YOR182C"	0.64	404	0
"YOR184W"	0.65	420	0
"YOR185C"	0.91	387	0
"YOR187W"	0.79	360	25
"YOR188W"	0.81	1	-50
"YOR189W"	0.9	300	37
"YOR190W"	0.78	1	-46
"YOR191W"	0.83	282	49
"YOR193W"	0.88	438	0
"YOR194C"	0.79	297	44
"YOR195W"	0.82	298	40
"YOR196C"	0.8	287	50
"YOR197W"	0.77	278	50
"YOR198C"	0.7	278	50
"YOR201C"	0.83	279	46
"YOR202W"	0.8	276	50
"YOR204W"	0.86	326	21
"YOR205C"	0.84	283	43
"YOR206W"	0.81	279	50
"YOR207C"	0.75	284	50
"YOR208W"	0.76	280	47
"YOR209C"	0.78	1	-41
"YOR210W"	0.77	275	50
"YOR211C"	0.8	247	50
"YOR212W"	0.59	222	50
"YOR213C"	0.78	263	50
"YOR215C"	0.76	263	50
"YOR216C"	0.68	242	50
"YOR217W"	0.79	243	50
"YOR219C"	0.65	284	50
"YOR221C"	0.86	265	50
"YOR222W"	0.61	209	50
"YOR224C"	0.89	325	25
"YOR226C"	0.69	259	50
"YOR227W"	0.54	113	-22
"YOR228C"	0.98	455	0
"YOR229W"	0.99	456	0
"YOR230W"	0.77	312	2
"YOR231W"	0.88	291	41
"YOR232W"	0.75	1	-50
"YOR233W"	0.81	1	-50
"YOR234C"	0.61	348	0
"YOR236W"	0.88	274	50
"YOR237W"	0.88	291	39
"YOR239W"	0.88	269	47
"YOR241W"	0.85	280	45
"YOR242C"	0.78	1	22
"YOR243C"	0.73	286	50
"YOR244W"	0.79	289	49
"YOR245C"	0.54	1	-18
"YOR247W"	0.6	411	0
"YOR249C"	0.87	241	50
"YOR250C"	0.68	1	-45
"YOR251C"	0.8	1	-37
"YOR252W"	0.64	230	50
"YOR253W"	0.66	223	50
"YOR254C"	0.74	266	50
"YOR255W"	0.76	271	50
"YOR256C"	0.67	1	-35
"YOR257W"	0.74	500	0
"YOR258W"	0.54	443	0
"YOR259C"	0.85	274	46
"YOR260W"	0.89	288	43
"YOR261C"	0.86	266	50
"YOR262W"	0.83	1	-50
"YOR264W"	0.73	500	0
"YOR265W"	0.84	256	50
"YOR266W"	0.85	236	50
"YOR267C"	0.86	219	50
"YOR269W"	0.86	1	-33
"YOR270C"	0.86	355	17
"YOR272W"	0.69	447	0
"YOR273C"	0.51	494	0
"YOR274W"	0.7	304	50
"YOR275C"	0.83	279	45
"YOR276W"	0.86	288	42
"YOR278W"	0.7	228	50
"YOR279C"	0.69	500	0
"YOR280C"	0.58	500	0
"YOR281C"	0.88	274	45
"YOR284W"	0.74	240	50
"YOR285W"	0.78	275	50
"YOR286W"	0.84	259	50
"YOR287C"	0.81	255	50
"YOR288C"	0.82	281	50
"YOR290C"	0.9	298	32
"YOR291W"	0.86	259	49
"YOR293W"	0.65	500	0
"YOR294W"	0.84	273	47
"YOR295W"	0.58	425	0
"YOR297C"	0.82	261	50
"YOR298W"	0.82	259	50
"YOR298C-A"	0.71	391	16
"YOR299W"	0.79	263	50
"YOR301W"	0.83	309	39
"YOR302W"	0.43	494	0
"YOR303W"	0.43	494	0
"YOR304W"	0.87	263	50
"YOR305W"	0.76	254	50
"YOR306C"	0.73	418	-3
"YOR307C"	0.86	280	44
"YOR308C"	0.76	237	50
"YOR310C"	0.74	299	50
"YOR311C"	0.87	301	42
"YOR312C"	0.68	489	0
"YOR313C"	0.77	258	50
"YOR315W"	0.38	500	-11
"YOR316C"	0.75	295	42
"YOR317W"	0.65	460	0
"YOR319W"	0.88	400	0
"YOR320C"	0.73	302	29
"YOR321W"	0.74	256	50
"YOR322C"	0.75	1	-50
"YOR323C"	0.81	254	50
"YOR324C"	0.7	437	0
"YOR326W"	0.74	456	0
"YOR327C"	0.81	500	0
"YOR328W"	0.71	240	50
"YOR329C"	0.74	257	50
"YOR330C"	0.81	302	44
"YOR332W"	0.8	299	40
"YOR334W"	0.83	1	-48
"YOR335C"	0.9	386	4
"YOR336W"	0.92	1	-25
