""	"r"	"width"	"shift"
"YMR115W"	0.7	438	-16
"YMR116C"	0.91	362	18
"YMR117C"	0.73	297	50
"YMR119W"	0.87	427	-18
"YMR120C"	0.79	274	50
"YMR121C"	0.61	546	-36
"YMR123W"	0.87	308	49
"YMR125W"	0.83	307	50
"YMR127C"	0.74	286	50
"YMR128W"	0.67	269	50
"YMR129W"	0.83	289	49
"YMR131C"	0.58	257	50
"YMR133W"	0.83	290	50
"YMR135C"	0.63	504	-17
"YMR136W"	0.55	384	14
"YMR137C"	0.48	1	-7
"YMR138W"	0.65	392	-9
"YMR139W"	0.9	283	33
"YMR140W"	0.79	286	50
"YMR142C"	0.68	486	-37
"YMR143W"	0.66	436	-50
"YMR145C"	0.78	389	-50
"YMR146C"	0.71	321	35
"YMR148W"	0.58	447	-16
"YMR149W"	0.9	320	40
"YMR150C"	0.54	516	-41
"YMR152W"	0.75	371	2
"YMR153W"	0.78	281	50
"YMR154C"	0.6	421	-18
"YMR156C"	0.45	369	-13
"YMR157C"	0.43	501	-23
"YMR158W"	0.57	231	50
"YMR159C"	0.73	427	-18
"YMR161W"	0.85	270	50
"YMR162C"	0.88	296	50
"YMR163C"	0.91	371	0
"YMR164C"	0.85	246	50
"YMR165C"	0.81	283	50
"YMR167W"	0.56	1	-50
"YMR168C"	0.85	286	50
"YMR169C"	0.76	264	50
"YMR170C"	0.65	414	-10
"YMR171C"	0.91	430	-15
"YMR172W"	0.91	430	-6
"YMR173W"	0.92	358	16
"YMR176W"	0.74	465	-17
"YMR177W"	0.77	257	50
"YMR179W"	0.88	280	50
"YMR180C"	0.64	499	0
"YMR182C"	0.76	316	1
"YMR183C"	0.91	347	32
"YMR184W"	0.91	346	26
"YMR186W"	0.7	385	45
"YMR188C"	0.86	338	49
"YMR189W"	0.86	334	36
"YMR190C"	0.78	285	50
"YMR191W"	0.77	277	50
"YMR192W"	0.76	255	50
"YMR193W"	0.77	251	50
"YMR194W"	0.9	322	46
"YMR194C-B"	0.87	355	-21
"YMR195W"	0.56	305	49
"YMR197C"	0.88	308	47
"YMR198W"	0.78	311	50
"YMR199W"	0.84	267	27
"YMR200W"	0.84	295	33
"YMR201C"	0.63	488	-43
"YMR202W"	0.71	479	-19
"YMR203W"	0.9	299	40
"YMR204C"	0.63	257	50
"YMR207C"	0.67	1	-50
"YMR208W"	0.76	1	-27
"YMR210W"	0.74	269	50
"YMR211W"	0.84	273	50
"YMR212C"	0.68	279	50
"YMR213W"	0.72	266	50
"YMR214W"	0.67	269	50
"YMR215W"	0.8	298	50
"YMR216C"	0.9	316	42
"YMR217W"	0.59	1	-49
"YMR218C"	0.72	437	-23
"YMR219W"	0.63	1	-43
"YMR220W"	0.74	275	50
"YMR222C"	0.66	244	50
"YMR223W"	0.81	250	50
"YMR224C"	0.48	245	50
"YMR225C"	0.71	270	50
"YMR226C"	0.7	437	-13
"YMR227C"	0.47	1	-48
"YMR228W"	0.77	431	-16
"YMR229C"	0.83	278	50
"YMR230W"	0.92	370	11
"YMR231W"	0.82	271	50
"YMR232W"	0.64	247	50
"YMR233W"	0.64	446	-15
"YMR234W"	0.77	250	50
"YMR235C"	0.87	294	50
"YMR236W"	0.58	508	0
"YMR237W"	0.65	294	50
"YMR238W"	0.87	295	47
"YMR239C"	0.66	263	50
"YMR240C"	0.71	453	-21
"YMR241W"	0.71	468	20
"YMR242C"	0.68	491	-47
"YMR243C"	0.91	362	31
"YMR246W"	0.64	319	50
"YMR247C"	0.51	557	-35
"YMR250W"	0.57	417	-7
"YMR251W"	0.68	411	-25
"YMR251W-A"	0.38	156	-45
"YMR255W"	0.79	272	50
"YMR256C"	0.87	317	23
"YMR257C"	0.67	282	50
"YMR260C"	0.81	288	50
"YMR261C"	0.88	300	36
"YMR263W"	0.81	260	50
"YMR264W"	0.67	294	50
"YMR266W"	0.54	233	50
"YMR267W"	0.79	260	50
"YMR268C"	0.54	459	-8
"YMR269W"	0.54	235	50
"YMR270C"	0.57	408	-18
"YMR271C"	0.93	407	-11
"YMR272C"	0.92	400	26
"YMR273C"	0.83	291	50
"YMR274C"	0.67	1	-45
"YMR275C"	0.78	256	50
"YMR276W"	0.75	264	50
"YMR277W"	0.79	266	50
"YMR278W"	0.81	433	-5
"YMR280C"	0.9	326	14
"YMR281W"	0.85	292	50
"YMR282C"	0.55	261	50
"YMR283C"	0.43	424	-17
"YMR284W"	0.94	350	22
"YMR285C"	0.85	287	50
"YMR286W"	0.83	292	50
"YMR287C"	0.6	433	-4
"YMR288W"	0.6	431	-7
"YMR289W"	0.56	439	-4
"YMR290C"	0.75	348	15
"YMR292W"	0.82	282	50
"YMR293C"	0.47	416	3
"YMR294W"	0.6	416	-15
"YMR295C"	0.94	337	25
"YMR296C"	0.65	500	-37
"YMR297W"	0.7	413	-8
"YMR298W"	0.86	271	50
"YMR299C"	0.64	244	50
"YMR300C"	0.55	474	-26
"YMR301C"	0.59	469	-14
"YMR302C"	0.91	389	-3
"YMR303C"	0.89	339	16
"YMR304W"	0.88	341	33
"YMR305C"	0.97	398	1
"YMR306W"	0.71	1	-31
"YMR307W"	0.65	476	-50
"YMR308C"	0.75	273	50
"YMR309C"	0.89	309	44
"YMR311C"	0.58	246	50
"YMR312W"	0.57	364	9
"YMR313C"	0.91	405	3
"YMR314W"	0.91	405	-10
"YMR315W"	0.9	347	31
"YMR316W"	0.83	309	50
"YMR318C"	0.92	300	42
"YMR319C"	0.76	323	50
"YNL336W"	0.61	161	-7
"YNL334C"	0.62	1	-22
"YNL333W"	0.41	600	0
"YNL332W"	0.82	1	-48
"YNL331C"	0.66	395	-7
"YNL330C"	0.82	308	50
"YNL329C"	0.85	273	50
"YNL328C"	0.76	351	2
"YNL327W"	0.88	288	50
"YNL326C"	0.67	1	-21
"YNL325C"	0.55	415	-12
"YNL323W"	0.73	436	-14
"YNL322C"	0.85	292	49
"YNL321W"	0.59	1	-35
"YNL318C"	0.7	481	-16
"YNL317W"	0.59	265	50
"YNL316C"	0.41	375	6
"YNL315C"	0.67	461	-20
"YNL314W"	0.57	254	50
"YNL312W"	0.83	301	47
"YNL311C"	0.77	277	47
"YNL310C"	0.64	460	-6
"YNL309W"	0.62	258	50
"YNL308C"	0.89	291	50
"YNL307C"	0.68	1	-40
"YNL306W"	0.72	1	-49
"YNL304W"	0.71	248	50
"YNL302C"	0.69	493	-36
"YNL301C"	0.75	329	47
"YNL299W"	0.76	284	50
"YNL298W"	0.91	335	33
"YNL297C"	0.75	283	50
"YNL294C"	0.67	240	50
"YNL293W"	0.56	430	2
"YNL292W"	0.56	441	-12
"YNL291C"	0.68	471	-9
"YNL290W"	0.65	260	50
"YNL289W"	0.85	389	9
"YNL288W"	0.72	429	-15
"YNL287W"	0.86	322	28
"YNL286W"	0.64	388	-7
"YNL284C"	0.82	294	50
"YNL283C"	0.58	427	-23
"YNL282W"	0.65	276	50
"YNL281W"	0.9	320	45
"YNL280C"	0.92	341	4
"YNL279W"	0.91	343	36
"YNL278W"	0.89	321	50
"YNL277W"	0.88	281	50
"YNL275W"	0.65	414	-6
"YNL274C"	0.76	408	-11
"YNL273W"	0.75	263	50
"YNL272C"	0.81	288	50
"YNL271C"	0.81	305	37
"YNL270C"	0.88	391	3
"YNL268W"	0.9	354	6
"YNL267W"	0.9	301	40
"YNL265C"	0.6	496	-8
"YNL264C"	0.8	293	50
"YNL263C"	0.79	285	50
"YNL262W"	0.79	291	50
"YNL261W"	0.85	278	49
"YNL259C"	0.73	1	-50
"YNL258C"	0.71	255	50
"YNL257C"	0.83	271	50
"YNL256W"	0.84	275	50
"YNL255C"	0.76	473	-4
"YNL254C"	0.77	397	-5
"YNL253W"	0.74	407	15
"YNL252C"	0.76	268	50
"YNL251C"	0.89	402	-18
"YNL250W"	0.49	563	-42
"YNL249C"	0.47	544	-31
"YNL248C"	0.72	297	50
"YNL247W"	0.86	289	50
"YNL246W"	0.8	307	50
"YNL245C"	0.86	278	50
"YNL244C"	0.86	288	27
"YNL243W"	0.68	288	50
"YNL242W"	0.83	286	50
"YNL241C"	0.86	373	-29
"YNL240C"	0.62	262	50
"YNL239W"	0.82	269	49
"YNL238W"	0.77	255	50
"YNL237W"	0.67	459	-23
"YNL236W"	0.58	260	50
"YNL233W"	0.84	249	50
"YNL232W"	0.89	305	48
"YNL231C"	0.44	511	-5
"YNL230C"	0.67	298	50
"YNL229C"	0.85	296	38
"YNL227C"	0.48	420	-6
"YNL225C"	0.72	271	50
"YNL224C"	0.67	266	50
"YNL223W"	0.83	267	50
"YNL222W"	0.74	282	50
"YNL221C"	0.74	445	-30
"YNL220W"	0.32	600	-38
"YNL219C"	0.73	279	50
"YNL218W"	0.62	222	50
"YNL216W"	0.9	335	23
"YNL215W"	0.8	261	47
"YNL214W"	0.64	411	-11
"YNL213C"	0.75	282	50
"YNL212W"	0.78	275	50
"YNL210W"	0.64	278	50
"YNL209W"	0.9	350	-9
"YNL208W"	0.96	356	19
"YNL207W"	0.78	286	50
"YNL206C"	0.79	309	44
"YNL204C"	0.73	274	50
"YNL202W"	0.67	473	-14
"YNL201C"	0.83	283	50
"YNL199C"	0.91	336	50
"YNL197C"	0.89	346	31
"YNL194C"	0.78	268	50
"YNL192W"	0.97	428	0
"YNL191W"	0.81	282	50
"YNL189W"	0.85	274	50
"YNL188W"	0.78	257	50
"YNL186W"	0.88	367	33
"YNL185C"	0.82	302	36
"YNL183C"	0.82	316	38
"YNL182C"	0.61	468	-10
"YNL180C"	0.9	265	41
"YNL178W"	0.98	393	-8
"YNL177C"	0.58	261	50
"YNL175C"	0.85	322	49
"YNL173C"	0.79	517	0
"YNL172W"	0.81	440	-18
"YNL169C"	0.88	291	44
"YNL167C"	0.78	273	50
"YNL166C"	0.7	454	-17
"YNL164C"	0.81	278	50
"YNL163C"	0.63	456	-22
"YNL162W"	0.68	463	-50
"YNL161W"	0.94	340	30
"YNL160W"	0.8	434	-2
"YNL159C"	0.74	282	50
"YNL158W"	0.83	287	50
"YNL157W"	0.91	307	32
"YNL156C"	0.89	320	34
"YNL154C"	0.63	468	-5
"YNL153C"	0.72	451	-14
"YNL152W"	0.59	270	50
"YNL151C"	0.74	275	50
"YNL149C"	0.73	301	47
"YNL148C"	0.77	484	-9
"YNL147W"	0.79	283	50
"YNL145W"	0.82	374	-11
"YNL142W"	0.87	419	-12
"YNL141W"	0.88	339	24
"YNL139C"	0.82	271	50
"YNL138W-A"	0.71	471	-6
"YNL138W"	0.65	299	50
"YNL137C"	0.78	287	50
"YNL136W"	0.81	297	50
"YNL135C"	0.83	321	50
"YNL133C"	0.83	329	40
"YNL132W"	0.67	284	50
"YNL131W"	0.8	287	50
"YNL130C"	0.86	295	50
"YNL129W"	0.79	286	50
"YNL128W"	0.62	366	11
"YNL127W"	0.68	400	5
"YNL126W"	0.83	274	50
"YNL125C"	0.87	306	50
"YNL124W"	0.85	281	50
"YNL123W"	0.86	307	50
"YNL121C"	0.76	1	-41
"YNL119W"	0.64	1	-50
"YNL118C"	0.76	461	-34
"YNL117W"	0.74	479	-29
"YNL116W"	0.82	307	50
"YNL113W"	0.86	284	48
"YNL112W"	0.87	370	2
"YNL111C"	0.84	363	34
"YNL110C"	0.9	325	43
"YNL107W"	0.76	281	50
"YNL106C"	0.79	294	48
"YNL104C"	0.74	463	0
"YNL103W"	0.62	313	45
"YNL102W"	0.8	256	50
"YNL101W"	0.88	313	45
"YNL100W"	0.87	272	42
"YNL099C"	0.87	295	50
"YNL098C"	0.4	101	-32
"YNL097C"	0.88	290	34
"YNL096C"	0.73	469	-31
"YNL094W"	0.77	297	45
"YNL093W"	0.81	250	50
"YNL091W"	0.75	295	45
"YNL090W"	0.87	333	32
"YNL088W"	0.85	296	44
"YNL087W"	0.9	323	41
"YNL085W"	0.89	263	48
"YNL084C"	0.7	266	50
"YNL083W"	0.77	283	50
"YNL082W"	0.62	255	50
"YNL081C"	0.78	275	50
"YNL080C"	0.78	301	50
"YNL079C"	0.82	435	-24
"YNL078W"	0.81	446	-28
"YNL077W"	0.56	337	41
"YNL076W"	0.7	479	-14
"YNL075W"	0.87	292	47
"YNL074C"	0.88	296	37
"YNL073W"	0.87	299	50
"YNL072W"	0.74	261	50
"YNL071W"	0.84	278	50
"YNL070W"	0.9	315	47
"YNL069C"	0.64	522	-27
"YNL068C"	0.89	353	38
"YNL067W"	0.96	336	6
"YNL065W"	0.7	470	-21
"YNL064C"	0.77	317	50
"YNL063W"	0.84	325	30
"YNL062C"	0.83	322	50
"YNL061W"	0.82	320	50
"YNL059C"	0.64	260	50
"YNL056W"	0.62	253	50
"YNL055C"	0.85	221	50
"YNL054W"	0.81	301	50
"YNL053W"	0.93	355	40
"YNL052W"	0.87	292	50
"YNL051W"	0.47	486	-21
"YNL049C"	0.69	248	50
"YNL048W"	0.73	266	50
"YNL047C"	0.77	440	-19
"YNL045W"	0.47	422	1
"YNL044W"	0.87	302	50
"YNL042W"	0.68	271	50
"YNL041C"	0.62	260	50
"YNL039W"	0.63	266	50
"YNL038W"	0.8	273	50
"YNL037C"	0.72	291	32
"YNL036W"	0.65	489	-26
"YNL032W"	0.75	287	50
"YNL029C"	0.76	314	48
"YNL027W"	0.71	423	-34
"YNL026W"	0.67	262	50
"YNL025C"	0.85	278	38
"YNL024C-A"	0.77	300	50
"YNL023C"	0.77	278	50
"YNL021W"	0.88	294	16
"YNL020C"	0.52	430	2
"YNL016W"	0.86	328	24
"YNL015W"	0.76	387	15
"YNL014W"	0.78	260	50
"YNL012W"	0.54	471	-6
"YNL009W"	0.62	270	50
"YNL008C"	0.8	305	29
"YNL007C"	0.85	421	19
"YNL006W"	0.87	426	-6
"YNL005C"	0.72	1	-49
"YNL004W"	0.76	1	-50
"YNL003C"	0.66	514	0
"YNL002C"	0.89	311	34
"YNL001W"	0.88	311	50
"YNR001C"	0.81	369	33
"YNR002C"	0.79	308	50
"YNR003C"	0.78	408	-24
"YNR006W"	0.76	287	50
"YNR007C"	0.64	442	-10
"YNR008W"	0.79	240	50
"YNR009W"	0.84	319	17
"YNR010W"	0.79	271	50
"YNR011C"	0.63	1	-2
"YNR012W"	0.58	1	-50
"YNR013C"	0.7	475	-46
"YNR015W"	0.81	260	50
"YNR016C"	0.77	330	50
"YNR017W"	0.7	401	-50
"YNR018W"	0.95	480	0
"YNR019W"	0.84	382	-7
"YNR020C"	0.87	311	45
"YNR022C"	0.67	274	50
"YNR023W"	0.65	266	50
"YNR024W"	0.68	259	50
"YNR026C"	0.6	466	-16
"YNR027W"	0.75	253	50
"YNR028W"	0.87	351	11
"YNR030W"	0.73	297	47
"YNR031C"	0.77	286	50
"YNR032W"	0.77	277	50
"YNR032C-A"	0.81	212	50
"YNR033W"	0.53	393	14
"YNR034W"	0.7	309	50
"YNR035C"	0.69	292	50
"YNR036C"	0.66	381	3
"YNR037C"	0.81	299	41
"YNR038W"	0.8	308	50
"YNR039C"	0.77	300	50
"YNR041C"	0.76	275	50
"YNR043W"	0.61	482	-11
"YNR044W"	0.66	419	14
"YNR045W"	0.6	249	50
"YNR046W"	0.74	271	50
"YNR047W"	0.75	272	50
"YNR048W"	0.63	457	-18
"YNR049C"	0.69	457	-10
"YNR050C"	0.69	449	-3
"YNR051C"	0.59	268	50
"YNR052C"	0.81	284	50
"YNR053C"	0.83	301	50
"YNR054C"	0.67	422	-9
"YNR055C"	0.79	268	50
"YNR057C"	0.54	254	50
"YNR058W"	0.56	173	-50
"YNR059W"	0.67	264	50
"YNR060W"	0.64	1	10
"YNR064C"	0.82	262	36
"YNR067C"	0.88	349	21
"YNR069C"	0.83	278	49
"YNR075W"	0.88	353	28
"YNR076W"	0.59	161	-27
"YOL161C"	0.8	279	50
"YOL159C"	0.54	428	-7
"YOL158C"	0.66	475	-18
"YOL157C"	0.71	267	50
"YOL155C"	0.82	314	50
"YOL154W"	0.68	478	-1
"YOL152W"	0.89	317	50
"YOL151W"	0.84	313	39
"YOL149W"	0.73	263	50
"YOL148C"	0.57	259	50
"YOL147C"	0.79	269	50
"YOL146W"	0.76	268	50
"YOL145C"	0.8	288	50
"YOL144W"	0.83	288	50
"YOL143C"	0.65	255	50
"YOL142W"	0.6	268	50
"YOL141W"	0.47	391	6
"YOL140W"	0.93	424	-16
"YOL139C"	0.88	313	44
"YOL138C"	0.58	1	-50
"YOL137W"	0.72	453	-25
"YOL136C"	0.7	432	-50
"YOL135C"	0.78	301	50
"YOL133W"	0.77	280	50
"YOL132W"	0.47	379	20
"YOL130W"	0.79	466	-9
"YOL129W"	0.86	294	23
"YOL128C"	0.73	467	-37
"YOL127W"	0.69	470	-50
"YOL126C"	0.69	474	-35
"YOL125W"	0.65	495	-29
"YOL124C"	0.74	277	50
"YOL123W"	0.76	333	50
"YOL122C"	0.73	229	50
"YOL121C"	0.9	388	4
"YOL120C"	0.86	435	-1
"YOL119C"	0.85	290	43
"YOL117W"	0.59	412	-13
"YOL116W"	0.72	278	50
"YOL115W"	0.66	255	50
"YOL113W"	0.92	391	5
"YOL112W"	0.69	243	50
"YOL111C"	0.75	285	50
"YOL110W"	0.85	289	41
"YOL109W"	0.42	540	-45
"YOL108C"	0.77	286	50
"YOL105C"	0.9	340	22
"YOL104C"	0.77	1	-36
"YOL103W"	0.73	1	-50
"YOL102C"	0.85	270	50
"YOL101C"	0.74	1	-50
"YOL100W"	0.84	285	2
"YOL097C"	0.62	241	50
"YOL096C"	0.51	425	-5
"YOL095C"	0.68	427	7
"YOL094C"	0.82	255	50
"YOL093W"	0.67	265	50
"YOL091W"	0.79	251	50
"YOL090W"	0.62	247	50
"YOL089C"	0.65	480	-23
"YOL088C"	0.71	246	50
"YOL086C"	0.83	486	0
"YOL084W"	0.85	342	38
"YOL083W"	0.62	442	13
"YOL082W"	0.55	305	39
"YOL081W"	0.79	1	-50
"YOL080C"	0.68	273	50
"YOL078W"	0.79	268	50
"YOL077W-A"	0.84	306	50
"YOL077C"	0.85	313	49
"YOL076W"	0.85	315	50
"YOL072W"	0.54	411	-11
"YOL071W"	0.48	1	-31
"YOL070C"	0.72	253	50
"YOL069W"	0.63	264	50
"YOL068C"	0.76	267	50
"YOL067C"	0.61	236	50
"YOL066C"	0.65	1	-49
"YOL065C"	0.53	415	11
"YOL064C"	0.78	252	50
"YOL063C"	0.71	409	6
"YOL062C"	0.79	273	50
"YOL061W"	0.69	277	50
"YOL060C"	0.72	357	2
"YOL059W"	0.64	246	-21
"YOL058W"	0.91	432	-2
"YOL057W"	0.73	286	50
"YOL056W"	0.64	439	-18
"YOL055C"	0.85	339	36
"YOL054W"	0.83	388	5
"YOL053W"	0.69	251	50
"YOL052C-A"	0.89	452	-13
"YOL052C"	0.84	286	49
"YOL051W"	0.88	325	36
"YOL049W"	0.62	272	50
"YOL045W"	0.74	175	50
"YOL044W"	0.74	275	50
"YOL043C"	0.51	1	-24
"YOL042W"	0.65	378	11
"YOL041C"	0.86	284	50
"YOL040C"	0.69	473	-50
"YOL039W"	0.55	408	-50
"YOL038W"	0.69	261	50
"YOL034W"	0.65	267	50
"YOL033W"	0.62	405	-12
"YOL032W"	0.89	248	41
"YOL031C"	0.8	356	27
"YOL030W"	0.82	306	50
"YOL028C"	0.85	319	40
"YOL027C"	0.9	279	50
"YOL026C"	0.47	547	-26
"YOL025W"	0.89	369	19
"YOL023W"	0.59	1	-46
"YOL022C"	0.46	1	-10
"YOL021C"	0.69	481	-22
"YOL020W"	0.64	484	-45
"YOL018C"	0.9	368	20
"YOL017W"	0.9	369	26
"YOL016C"	0.72	312	50
"YOL013C"	0.74	311	50
"YOL012C"	0.75	284	50
"YOL010W"	0.8	316	50
"YOL009C"	0.45	389	-1
"YOL008W"	0.46	392	14
"YOL007C"	0.92	321	40
"YOL006C"	0.89	354	38
"YOL005C"	0.76	248	50
"YOL004W"	0.9	341	45
"YOL003C"	0.58	248	50
"YOL002C"	0.71	1	-4
"YOL001W"	0.87	269	50
"YOR001W"	0.85	474	-12
"YOR002W"	0.86	291	50
"YOR003W"	0.78	317	50
"YOR004W"	0.66	261	50
"YOR005C"	0.82	284	50
"YOR006C"	0.85	301	50
"YOR007C"	0.57	229	50
"YOR008C"	0.87	336	42
"YOR009W"	0.85	325	47
"YOR010C"	0.8	446	6
"YOR011W"	0.85	288	49
"YOR014W"	0.81	292	50
"YOR016C"	0.82	285	50
"YOR017W"	0.88	289	48
"YOR018W"	0.87	289	50
"YOR019W"	0.79	271	50
"YOR020C"	0.83	299	50
"YOR023C"	0.87	404	-34
"YOR025W"	0.92	415	5
"YOR026W"	0.89	266	50
"YOR027W"	0.82	343	32
"YOR028C"	0.69	493	-43
"YOR030W"	0.56	494	-8
"YOR031W"	0.81	374	30
"YOR032C"	0.59	463	-48
"YOR033C"	0.74	278	50
"YOR034C"	0.9	335	33
"YOR035C"	0.89	311	50
"YOR036W"	0.89	308	39
"YOR037W"	0.46	1	-14
"YOR038C"	0.79	278	50
"YOR039W"	0.87	282	50
"YOR040W"	0.73	254	50
"YOR042W"	0.89	305	50
"YOR043W"	0.82	282	50
"YOR044W"	0.94	328	41
"YOR045W"	0.71	297	50
"YOR046C"	0.8	288	50
"YOR047C"	0.87	369	4
"YOR048C"	0.9	293	50
"YOR049C"	0.76	403	13
"YOR051C"	0.83	444	-14
"YOR052C"	0.94	348	42
"YOR054C"	0.9	352	49
"YOR056C"	0.71	1	-38
"YOR057W"	0.69	1	-50
"YOR058C"	0.72	292	50
"YOR061W"	0.87	290	50
"YOR063W"	0.95	373	8
"YOR064C"	0.93	386	-7
"YOR065W"	0.93	386	0
"YOR066W"	0.86	328	33
"YOR067C"	0.6	277	50
"YOR069W"	0.71	262	50
"YOR070C"	0.63	286	50
"YOR073W"	0.85	450	-23
"YOR074C"	0.59	526	-28
"YOR075W"	0.77	401	-8
"YOR076C"	0.84	303	50
"YOR077W"	0.82	300	50
"YOR078W"	0.81	433	-25
"YOR079C"	0.48	405	2
"YOR080W"	0.59	390	0
"YOR081C"	0.85	344	20
"YOR083W"	0.84	340	20
"YOR084W"	0.72	390	-7
"YOR085W"	0.88	312	42
"YOR086C"	0.91	310	50
"YOR087W"	0.94	455	-1
"YOR089C"	0.87	319	38
"YOR090C"	0.76	224	50
"YOR091W"	0.7	1	-50
"YOR092W"	0.57	314	50
"YOR094W"	0.8	275	50
"YOR095C"	0.78	303	50
"YOR096W"	0.69	467	-50
"YOR098C"	0.7	490	-20
"YOR099W"	0.69	445	0
"YOR100C"	0.59	1	-40
"YOR101W"	0.65	424	-50
"YOR103C"	0.86	429	-9
"YOR104W"	0.5	1	4
"YOR106W"	0.73	262	50
"YOR107W"	0.68	455	-18
"YOR108W"	0.9	375	42
"YOR109W"	0.69	270	50
"YOR110W"	0.78	262	50
"YOR112W"	0.65	499	-22
"YOR113W"	0.66	280	50
"YOR115C"	0.77	270	50
"YOR116C"	0.73	435	-17
"YOR117W"	0.67	492	-43
"YOR118W"	0.85	261	50
"YOR119C"	0.66	287	50
"YOR120W"	0.59	255	50
"YOR122C"	0.88	323	47
"YOR123C"	0.8	282	50
"YOR124C"	0.71	1	-46
"YOR125C"	0.46	1	-32
"YOR126C"	0.75	1	-50
"YOR127W"	0.72	283	49
"YOR128C"	0.84	256	50
"YOR129C"	0.74	250	50
"YOR130C"	0.87	284	50
"YOR132W"	0.7	284	50
"YOR133W"	0.91	314	50
"YOR134W"	0.7	1	-44
"YOR136W"	0.92	372	27
"YOR137C"	0.87	340	18
"YOR138C"	0.89	355	25
"YOR140W"	0.89	354	17
"YOR141C"	0.88	320	45
"YOR142W"	0.88	320	47
"YOR143C"	0.78	289	50
"YOR144C"	0.75	285	50
"YOR145C"	0.86	447	-22
"YOR147W"	0.87	448	-19
"YOR148C"	0.71	282	50
"YOR149C"	0.56	382	10
"YOR150W"	0.67	421	-8
"YOR151C"	0.89	326	50
"YOR153W"	0.66	472	-25
"YOR155C"	0.58	260	50
"YOR156C"	0.49	433	-4
"YOR157C"	0.9	396	-5
"YOR158W"	0.89	396	0
"YOR159C"	0.49	1	-50
"YOR160W"	0.75	429	-19
"YOR161C"	0.8	443	-34
"YOR162C"	0.88	283	50
"YOR163W"	0.73	336	25
"YOR164C"	0.72	262	50
"YOR165W"	0.62	267	50
"YOR166C"	0.42	573	-36
"YOR167C"	0.74	327	46
"YOR168W"	0.73	322	29
"YOR171C"	0.85	307	50
"YOR172W"	0.76	305	50
"YOR173W"	0.68	259	50
"YOR174W"	0.53	412	-3
"YOR175C"	0.62	256	50
"YOR176W"	0.86	416	-5
"YOR177C"	0.59	401	10
"YOR178C"	0.52	526	-38
"YOR179C"	0.87	296	50
"YOR180C"	0.7	248	50
"YOR181W"	0.74	300	50
"YOR182C"	0.69	477	-38
"YOR184W"	0.68	480	-32
"YOR185C"	0.87	356	-1
"YOR187W"	0.8	355	30
"YOR188W"	0.62	278	50
"YOR189W"	0.93	308	40
"YOR190W"	0.51	1	-48
"YOR191W"	0.86	302	50
"YOR193W"	0.86	390	10
"YOR194C"	0.86	306	48
"YOR195W"	0.86	305	43
"YOR196C"	0.82	298	50
"YOR197W"	0.74	298	50
"YOR198C"	0.67	281	50
"YOR201C"	0.87	289	49
"YOR202W"	0.85	288	50
"YOR204W"	0.88	329	23
"YOR205C"	0.86	290	44
"YOR206W"	0.85	288	50
"YOR207C"	0.8	302	50
"YOR208W"	0.76	292	50
"YOR209C"	0.68	1	-40
"YOR210W"	0.81	291	50
"YOR211C"	0.71	263	50
"YOR212W"	0.54	495	-38
"YOR213C"	0.75	275	50
"YOR215C"	0.76	278	50
"YOR216C"	0.66	457	-19
"YOR217W"	0.74	248	50
"YOR219C"	0.66	308	50
"YOR221C"	0.77	290	50
"YOR222W"	0.47	1	-32
"YOR224C"	0.9	324	27
"YOR226C"	0.69	272	50
"YOR227W"	0.53	317	50
"YOR228C"	0.97	416	3
"YOR229W"	0.96	416	1
"YOR230W"	0.72	316	6
"YOR231W"	0.92	301	45
"YOR232W"	0.59	239	50
"YOR233W"	0.69	246	50
"YOR234C"	0.66	470	-50
"YOR236W"	0.89	301	50
"YOR237W"	0.91	311	47
"YOR239W"	0.9	274	47
"YOR241W"	0.85	288	48
"YOR242C"	0.54	1	22
"YOR243C"	0.77	309	50
"YOR244W"	0.86	305	50
"YOR245C"	0.58	424	-14
"YOR247W"	0.7	474	-34
"YOR249C"	0.81	241	50
"YOR250C"	0.62	476	-17
"YOR251C"	0.52	1	-42
"YOR252W"	0.76	432	-9
"YOR253W"	0.55	231	50
"YOR254C"	0.64	281	50
"YOR255W"	0.73	486	-15
"YOR256C"	0.5	1	-38
"YOR257W"	0.75	422	-8
"YOR258W"	0.48	372	12
"YOR259C"	0.78	290	50
"YOR260W"	0.88	289	42
"YOR261C"	0.86	275	50
"YOR262W"	0.54	1	-50
"YOR264W"	0.85	443	-14
"YOR265W"	0.7	268	50
"YOR266W"	0.84	240	50
"YOR267C"	0.82	216	50
"YOR269W"	0.75	1	-34
"YOR270C"	0.87	348	25
"YOR272W"	0.72	465	-24
"YOR273C"	0.79	486	-14
"YOR274W"	0.75	336	50
"YOR275C"	0.88	291	50
"YOR276W"	0.88	289	42
"YOR278W"	0.7	422	-17
"YOR279C"	0.63	411	7
"YOR280C"	0.74	444	1
"YOR281C"	0.81	285	49
"YOR284W"	0.63	436	-19
"YOR285W"	0.78	295	50
"YOR286W"	0.88	266	50
"YOR287C"	0.77	268	50
"YOR288C"	0.77	320	50
"YOR290C"	0.92	311	37
"YOR291W"	0.82	266	50
"YOR293W"	0.67	502	-23
"YOR294W"	0.89	284	50
"YOR295W"	0.52	377	11
"YOR297C"	0.81	272	50
"YOR298W"	0.83	268	50
"YOR298C-A"	0.75	437	50
"YOR299W"	0.81	266	50
"YOR301W"	0.86	314	41
"YOR302W"	0.55	536	-40
